order_item_id,order_id,product_id,quantity,unit_price,line_total,discount_pct,created_at
1373,321,69,2,3.84,7.68,0.12,2025-03-31 22:03:00
1374,321,70,3,3.73,11.19,0.05,2025-03-31 22:03:00
1375,321,146,4,9.56,38.24,0.0,2025-03-31 22:03:00
1376,321,60,1,1.57,1.57,0.14,2025-03-31 22:03:00
1377,322,39,2,11.5,23.0,0.15,2025-03-31 17:21:00
1378,322,97,4,10.93,43.72,0.1,2025-03-31 17:21:00
1379,322,26,6,11.61,69.66,0.07,2025-03-31 17:21:00
1380,323,100,2,6.65,13.3,0.1,2025-04-01 08:52:00
1381,323,15,3,10.13,30.39,0.09,2025-04-01 08:52:00
1382,323,6,5,2.73,13.65,0.0,2025-04-01 08:52:00
1383,323,147,4.3,10.93,47.0,0.0,2025-04-01 08:52:00
1384,324,18,4.9,9.59,46.99,0.13,2025-04-01 21:02:00
1385,324,5,5.0,7.73,38.65,0.08,2025-04-01 21:02:00
1386,325,122,1,0.68,0.68,0.06,2025-04-01 06:32:00
1387,325,125,3,8.69,26.07,0.09,2025-04-01 06:32:00
1388,325,32,2,7.33,14.66,0.05,2025-04-01 06:32:00
1389,325,73,4,5.42,21.68,0.05,2025-04-01 06:32:00
1390,326,22,6,5.97,35.82,0.1,2025-04-02 06:22:00
1391,326,91,2,5.96,11.92,0.03,2025-04-02 06:22:00
1392,326,2,1,5.27,5.27,0.14,2025-04-02 06:22:00
1393,327,115,2.2,7.17,15.77,0.12,2025-04-02 14:35:00
1394,327,82,2,4.1,8.2,0.02,2025-04-02 14:35:00
1395,328,55,2,5.36,10.72,0.14,2025-04-02 09:41:00
1396,328,132,6,1.55,9.3,0.14,2025-04-02 09:41:00
1397,328,12,2.9,5.85,16.96,0.14,2025-04-02 09:41:00
1398,328,27,4.4,3.76,16.54,0.1,2025-04-02 09:41:00
1399,328,115,1,8.98,8.98,0.04,2025-04-02 09:41:00
1400,328,70,5,3.97,19.85,0.04,2025-04-02 09:41:00
1401,328,74,4.4,7.83,34.45,0.13,2025-04-02 09:41:00
1402,329,81,2,9.55,19.1,0.13,2025-04-03 07:24:00
1403,329,139,1.7,2.44,4.15,0.08,2025-04-03 07:24:00
1404,329,121,4,8.07,32.28,0.09,2025-04-03 07:24:00
1405,329,143,1.6,11.06,17.7,0.06,2025-04-03 07:24:00
1406,330,97,3.0,8.68,26.04,0.01,2025-04-03 17:29:00
1407,330,22,5,1.99,9.95,0.11,2025-04-03 17:29:00
1408,330,17,4,11.54,46.16,0.1,2025-04-03 17:29:00
1409,330,134,3,1.34,4.02,0.11,2025-04-03 17:29:00
1410,330,1,5,1.89,9.45,0.15,2025-04-03 17:29:00
1411,330,31,5.6,3.46,19.38,0.06,2025-04-03 17:29:00
1412,331,27,5,3.27,16.35,0.11,2025-04-03 11:55:00
1413,331,118,3,2.48,7.44,0.12,2025-04-03 11:55:00
1414,332,55,6,6.44,38.64,0.08,2025-04-04 21:35:00
1415,332,87,2,3.27,6.54,0.15,2025-04-04 21:35:00
1416,332,124,5,8.26,41.3,0.15,2025-04-04 21:35:00
1417,332,127,1,5.89,5.89,0.08,2025-04-04 21:35:00
1418,332,31,3,3.29,9.87,0.05,2025-04-04 21:35:00
1419,332,25,4.6,8.86,40.76,0.08,2025-04-04 21:35:00
1420,332,8,2,9.18,18.36,0.06,2025-04-04 21:35:00
1421,332,147,1,7.57,7.57,0.1,2025-04-04 21:35:00
1422,333,5,2.9,10.97,31.81,0.13,2025-04-04 14:59:00
1423,333,141,5,7.94,39.7,0.05,2025-04-04 14:59:00
1424,333,17,4,9.22,36.88,0.1,2025-04-04 14:59:00
1425,333,35,6,0.51,3.06,0.0,2025-04-04 14:59:00
1426,333,121,4.7,7.33,34.45,0.15,2025-04-04 14:59:00
1427,333,115,1.9,6.48,12.31,0.01,2025-04-04 14:59:00
1428,333,132,4,11.07,44.28,0.11,2025-04-04 14:59:00
1429,334,149,0.7,9.71,6.8,0.12,2025-04-04 17:04:00
1430,334,9,5,3.2,16.0,0.08,2025-04-04 17:04:00
1431,334,40,6,5.5,33.0,0.11,2025-04-04 17:04:00
1432,334,139,4,11.24,44.96,0.03,2025-04-04 17:04:00
1433,334,105,4,9.68,38.72,0.1,2025-04-04 17:04:00
1434,334,69,4,4.14,16.56,0.02,2025-04-04 17:04:00
1435,334,121,6,3.68,22.08,0.12,2025-04-04 17:04:00
1436,335,129,6.0,3.62,21.72,0.07,2025-04-05 09:58:00
1437,335,90,5.6,0.96,5.38,0.05,2025-04-05 09:58:00
1438,335,34,1,2.64,2.64,0.15,2025-04-05 09:58:00
1439,336,58,1.2,9.05,10.86,0.1,2025-04-05 14:01:00
1440,336,66,3,11.45,34.35,0.03,2025-04-05 14:01:00
1441,336,3,6,9.23,55.38,0.15,2025-04-05 14:01:00
1442,336,119,3,9.42,28.26,0.01,2025-04-05 14:01:00
1443,336,98,1.0,6.42,6.42,0.02,2025-04-05 14:01:00
1444,336,39,2.7,6.0,16.2,0.02,2025-04-05 14:01:00
1445,336,88,2,6.05,12.1,0.09,2025-04-05 14:01:00
1446,337,16,3,10.17,30.51,0.13,2025-04-05 20:26:00
1447,338,105,2,2.73,5.46,0.07,2025-04-05 06:42:00
1448,338,60,1.9,2.22,4.22,0.14,2025-04-05 06:42:00
1449,338,103,5.7,6.48,36.94,0.07,2025-04-05 06:42:00
1450,338,57,2,2.64,5.28,0.11,2025-04-05 06:42:00
1451,338,54,1.8,3.14,5.65,0.07,2025-04-05 06:42:00
1452,338,14,4.3,4.09,17.59,0.1,2025-04-05 06:42:00
1453,338,65,1,2.85,2.85,0.07,2025-04-05 06:42:00
1454,339,51,5.4,2.76,14.9,0.02,2025-04-05 21:50:00
1455,339,138,5,2.92,14.6,0.04,2025-04-05 21:50:00
1456,339,103,1,1.97,1.97,0.1,2025-04-05 21:50:00
1457,339,141,1,3.6,3.6,0.03,2025-04-05 21:50:00
1458,339,26,6,7.88,47.28,0.06,2025-04-05 21:50:00
1459,340,123,5,8.08,40.4,0.08,2025-04-06 17:42:00
1460,340,99,5.1,4.6,23.46,0.05,2025-04-06 17:42:00
1461,341,25,6,8.51,51.06,0.12,2025-04-06 20:22:00
1462,341,119,2,5.5,11.0,0.0,2025-04-06 20:22:00
1463,341,53,6,9.97,59.82,0.03,2025-04-06 20:22:00
1464,342,134,5,2.85,14.25,0.11,2025-04-06 10:21:00
1465,342,34,5,2.95,14.75,0.12,2025-04-06 10:21:00
1466,342,10,3.0,10.97,32.91,0.07,2025-04-06 10:21:00
1467,342,133,6,2.93,17.58,0.1,2025-04-06 10:21:00
1468,342,6,1.0,6.36,6.36,0.11,2025-04-06 10:21:00
1469,342,108,3,9.46,28.38,0.1,2025-04-06 10:21:00
1470,342,8,0.6,5.51,3.31,0.13,2025-04-06 10:21:00
1471,343,10,4,3.07,12.28,0.04,2025-04-06 16:34:00
1472,343,107,3,10.03,30.09,0.09,2025-04-06 16:34:00
1473,343,137,2,6.93,13.86,0.05,2025-04-06 16:34:00
1474,343,23,1,3.16,3.16,0.05,2025-04-06 16:34:00
1475,343,80,3.1,2.44,7.56,0.02,2025-04-06 16:34:00
1476,343,91,4,3.28,13.12,0.1,2025-04-06 16:34:00
1477,343,76,4.2,5.27,22.13,0.09,2025-04-06 16:34:00
1478,344,87,3,0.58,1.74,0.08,2025-04-06 22:34:00
1479,344,90,6,3.79,22.74,0.05,2025-04-06 22:34:00
1480,344,95,3.1,6.41,19.87,0.03,2025-04-06 22:34:00
1481,344,14,5.2,0.68,3.54,0.02,2025-04-06 22:34:00
1482,344,120,4,8.22,32.88,0.03,2025-04-06 22:34:00
1483,345,90,6,9.64,57.84,0.03,2025-04-07 21:07:00
1484,345,48,4.5,3.78,17.01,0.08,2025-04-07 21:07:00
1485,345,69,5,11.77,58.85,0.06,2025-04-07 21:07:00
1486,346,2,5,1.92,9.6,0.09,2025-04-07 19:44:00
1487,346,78,4,5.06,20.24,0.15,2025-04-07 19:44:00
1488,346,6,2,11.73,23.46,0.11,2025-04-07 19:44:00
1489,346,106,4,9.4,37.6,0.08,2025-04-07 19:44:00
1490,346,147,2,8.14,16.28,0.08,2025-04-07 19:44:00
1491,346,93,3,1.55,4.65,0.15,2025-04-07 19:44:00
1492,346,15,5,8.22,41.1,0.09,2025-04-07 19:44:00
1493,347,25,3,11.03,33.09,0.12,2025-04-07 21:09:00
1494,347,94,5,1.74,8.7,0.04,2025-04-07 21:09:00
1495,347,126,6,3.63,21.78,0.07,2025-04-07 21:09:00
1496,347,148,3,11.01,33.03,0.12,2025-04-07 21:09:00
1497,347,60,5,10.65,53.25,0.11,2025-04-07 21:09:00
1498,347,84,5.7,0.84,4.79,0.05,2025-04-07 21:09:00
1499,347,112,1,6.86,6.86,0.07,2025-04-07 21:09:00
1500,347,78,4,1.54,6.16,0.08,2025-04-07 21:09:00
1501,348,114,5.0,4.58,22.9,0.09,2025-04-08 06:01:00
1502,348,104,5,2.96,14.8,0.01,2025-04-08 06:01:00
1503,348,41,1,2.22,2.22,0.01,2025-04-08 06:01:00
1504,348,147,6,4.98,29.88,0.06,2025-04-08 06:01:00
1505,349,68,3,9.41,28.23,0.03,2025-04-08 19:22:00
1506,349,65,5,4.29,21.45,0.15,2025-04-08 19:22:00
1507,349,48,6,4.59,27.54,0.0,2025-04-08 19:22:00
1508,350,130,1,6.49,6.49,0.01,2025-04-08 07:43:00
1509,350,85,4,7.65,30.6,0.06,2025-04-08 07:43:00
1510,350,1,5,9.73,48.65,0.03,2025-04-08 07:43:00
1511,350,104,2.0,5.45,10.9,0.14,2025-04-08 07:43:00
1512,351,21,2,2.54,5.08,0.12,2025-04-09 19:44:00
1513,351,12,2,8.86,17.72,0.12,2025-04-09 19:44:00
1514,352,81,5,9.57,47.85,0.11,2025-04-09 08:05:00
1515,352,18,6,1.01,6.06,0.12,2025-04-09 08:05:00
1516,352,78,3.4,3.05,10.37,0.03,2025-04-09 08:05:00
1517,352,34,4,8.72,34.88,0.1,2025-04-09 08:05:00
1518,352,1,1.7,4.11,6.99,0.11,2025-04-09 08:05:00
1519,352,7,2.4,10.33,24.79,0.03,2025-04-09 08:05:00
1520,352,133,6.0,10.67,64.02,0.01,2025-04-09 08:05:00
1521,353,91,1,11.58,11.58,0.01,2025-04-09 07:20:00
1522,353,96,4,9.1,36.4,0.1,2025-04-09 07:20:00
1523,353,24,5,7.03,35.15,0.09,2025-04-09 07:20:00
1524,353,49,6,9.52,57.12,0.06,2025-04-09 07:20:00
1525,353,92,5,1.59,7.95,0.12,2025-04-09 07:20:00
1526,354,148,4,1.44,5.76,0.06,2025-04-10 22:28:00
1527,354,127,0.5,0.63,0.32,0.05,2025-04-10 22:28:00
1528,354,38,2,8.63,17.26,0.11,2025-04-10 22:28:00
1529,354,143,3,0.7,2.1,0.14,2025-04-10 22:28:00
1530,355,109,5.8,3.03,17.57,0.12,2025-04-10 22:31:00
1531,355,20,3,7.13,21.39,0.02,2025-04-10 22:31:00
1532,356,11,3,0.98,2.94,0.01,2025-04-10 12:30:00
1533,356,55,6,1.34,8.04,0.14,2025-04-10 12:30:00
1534,356,127,5,4.51,22.55,0.02,2025-04-10 12:30:00
1535,357,66,4,5.09,20.36,0.01,2025-04-11 13:45:00
1536,357,47,6,2.01,12.06,0.0,2025-04-11 13:45:00
1537,357,59,4,7.31,29.24,0.12,2025-04-11 13:45:00
1538,357,19,4,8.25,33.0,0.03,2025-04-11 13:45:00
1539,357,31,1,10.06,10.06,0.01,2025-04-11 13:45:00
1540,357,21,6,8.89,53.34,0.13,2025-04-11 13:45:00
1541,357,59,5,10.2,51.0,0.14,2025-04-11 13:45:00
1542,357,51,2.3,7.21,16.58,0.11,2025-04-11 13:45:00
1543,358,149,2,1.19,2.38,0.12,2025-04-11 19:01:00
1544,358,57,2.1,8.12,17.05,0.09,2025-04-11 19:01:00
1545,358,143,5,8.56,42.8,0.15,2025-04-11 19:01:00
1546,358,27,5,8.59,42.95,0.09,2025-04-11 19:01:00
1547,358,147,5,1.06,5.3,0.04,2025-04-11 19:01:00
1548,358,8,1,1.25,1.25,0.11,2025-04-11 19:01:00
1549,358,56,1,6.47,6.47,0.06,2025-04-11 19:01:00
1550,358,71,6,10.73,64.38,0.12,2025-04-11 19:01:00
1551,359,66,4,10.16,40.64,0.13,2025-04-11 08:16:00
1552,359,20,4,10.93,43.72,0.04,2025-04-11 08:16:00
1553,359,142,3,5.39,16.17,0.05,2025-04-11 08:16:00
1554,359,72,3,0.84,2.52,0.06,2025-04-11 08:16:00
1555,359,86,5,0.9,4.5,0.12,2025-04-11 08:16:00
1556,360,68,4,7.33,29.32,0.03,2025-04-12 12:28:00
1557,360,140,3,7.07,21.21,0.01,2025-04-12 12:28:00
1558,360,67,5.9,1.4,8.26,0.02,2025-04-12 12:28:00
1559,360,5,2.5,11.19,27.97,0.15,2025-04-12 12:28:00
1560,360,114,2,4.14,8.28,0.03,2025-04-12 12:28:00
1561,360,137,2.7,4.99,13.47,0.01,2025-04-12 12:28:00
1562,360,89,1.0,11.29,11.29,0.15,2025-04-12 12:28:00
1563,360,127,5.9,5.11,30.15,0.07,2025-04-12 12:28:00
1564,361,97,3,7.2,21.6,0.0,2025-04-12 13:12:00
1565,361,100,4.9,11.51,56.4,0.01,2025-04-12 13:12:00
1566,361,100,6,6.71,40.26,0.07,2025-04-12 13:12:00
1567,361,49,5,1.97,9.85,0.12,2025-04-12 13:12:00
1568,361,103,5,11.05,55.25,0.15,2025-04-12 13:12:00
1569,362,124,1,5.05,5.05,0.06,2025-04-12 22:00:00
1570,362,128,6,3.9,23.4,0.02,2025-04-12 22:00:00
1571,362,94,4,11.45,45.8,0.03,2025-04-12 22:00:00
1572,362,38,3,2.56,7.68,0.03,2025-04-12 22:00:00
1573,362,39,6,4.99,29.94,0.01,2025-04-12 22:00:00
1574,362,134,5,10.13,50.65,0.05,2025-04-12 22:00:00
1575,362,100,4,2.57,10.28,0.05,2025-04-12 22:00:00
1576,363,87,1,7.7,7.7,0.14,2025-04-12 12:06:00
1577,364,85,1.0,8.77,8.77,0.08,2025-04-12 08:30:00
1578,364,96,1,4.29,4.29,0.14,2025-04-12 08:30:00
1579,364,59,1.3,2.22,2.89,0.11,2025-04-12 08:30:00
1580,364,32,1.0,2.19,2.19,0.13,2025-04-12 08:30:00
1581,365,67,2,8.84,17.68,0.12,2025-04-13 07:48:00
1582,365,71,6,9.69,58.14,0.04,2025-04-13 07:48:00
1583,365,8,5,11.15,55.75,0.07,2025-04-13 07:48:00
1584,365,57,5.5,10.37,57.03,0.1,2025-04-13 07:48:00
1585,365,120,4,7.31,29.24,0.08,2025-04-13 07:48:00
1586,366,12,1,11.17,11.17,0.06,2025-04-13 10:30:00
1587,366,136,1.0,6.16,6.16,0.14,2025-04-13 10:30:00
1588,366,133,1.1,0.68,0.75,0.01,2025-04-13 10:30:00
1589,366,146,3,2.37,7.11,0.06,2025-04-13 10:30:00
1590,366,119,5,9.18,45.9,0.07,2025-04-13 10:30:00
1591,367,86,4,5.69,22.76,0.04,2025-04-13 19:04:00
1592,367,89,4,2.95,11.8,0.11,2025-04-13 19:04:00
1593,367,129,5,2.15,10.75,0.11,2025-04-13 19:04:00
1594,367,127,2,4.12,8.24,0.04,2025-04-13 19:04:00
1595,368,33,2,4.26,8.52,0.01,2025-04-13 15:53:00
1596,368,120,6,6.91,41.46,0.03,2025-04-13 15:53:00
1597,368,7,2,3.4,6.8,0.05,2025-04-13 15:53:00
1598,369,131,2,0.58,1.16,0.04,2025-04-13 21:21:00
1599,369,102,4,11.02,44.08,0.11,2025-04-13 21:21:00
1600,369,137,3.5,6.19,21.67,0.05,2025-04-13 21:21:00
1601,370,21,2,1.14,2.28,0.07,2025-04-14 15:38:00
1602,370,54,5.1,2.97,15.15,0.14,2025-04-14 15:38:00
1603,370,143,2,1.68,3.36,0.12,2025-04-14 15:38:00
1604,370,35,1,8.05,8.05,0.01,2025-04-14 15:38:00
1605,370,76,1,3.45,3.45,0.14,2025-04-14 15:38:00
1606,370,57,5.0,0.68,3.4,0.06,2025-04-14 15:38:00
1607,370,72,3,2.14,6.42,0.12,2025-04-14 15:38:00
1608,370,98,3,8.64,25.92,0.05,2025-04-14 15:38:00
1609,371,55,4.9,10.28,50.37,0.01,2025-04-14 14:16:00
1610,371,32,3,3.11,9.33,0.12,2025-04-14 14:16:00
1611,371,71,4,2.39,9.56,0.06,2025-04-14 14:16:00
1612,371,120,0.6,1.03,0.62,0.03,2025-04-14 14:16:00
1613,372,58,3.8,6.21,23.6,0.11,2025-04-14 12:51:00
1614,372,139,5,8.74,43.7,0.09,2025-04-14 12:51:00
1615,372,136,1,10.14,10.14,0.07,2025-04-14 12:51:00
1616,372,104,4.4,11.2,49.28,0.13,2025-04-14 12:51:00
1617,372,30,5,2.26,11.3,0.09,2025-04-14 12:51:00
1618,373,117,2,6.42,12.84,0.07,2025-04-15 11:56:00
1619,373,74,1,11.45,11.45,0.03,2025-04-15 11:56:00
1620,373,31,1.5,10.52,15.78,0.05,2025-04-15 11:56:00
1621,373,143,5.3,0.66,3.5,0.07,2025-04-15 11:56:00
1622,374,80,6,10.6,63.6,0.08,2025-04-15 14:07:00
1623,374,102,3,5.79,17.37,0.11,2025-04-15 14:07:00
1624,375,66,0.6,5.13,3.08,0.06,2025-04-15 22:36:00
1625,375,91,1,8.23,8.23,0.07,2025-04-15 22:36:00
1626,375,36,6.0,10.3,61.8,0.02,2025-04-15 22:36:00
1627,375,47,6,6.7,40.2,0.02,2025-04-15 22:36:00
1628,375,55,5,5.28,26.4,0.14,2025-04-15 22:36:00
1629,375,43,3,9.27,27.81,0.02,2025-04-15 22:36:00
1630,375,67,2,7.39,14.78,0.03,2025-04-15 22:36:00
1631,375,3,6,9.46,56.76,0.1,2025-04-15 22:36:00
1632,376,146,4.7,10.85,50.99,0.06,2025-04-16 10:11:00
1633,376,102,2.0,4.55,9.1,0.03,2025-04-16 10:11:00
1634,376,47,4.1,3.54,14.51,0.15,2025-04-16 10:11:00
1635,376,134,3,7.15,21.45,0.15,2025-04-16 10:11:00
1636,376,24,3.4,4.06,13.8,0.13,2025-04-16 10:11:00
1637,376,111,2,11.62,23.24,0.03,2025-04-16 10:11:00
1638,376,8,6,3.2,19.2,0.08,2025-04-16 10:11:00
1639,377,122,1,4.03,4.03,0.11,2025-04-16 19:13:00
1640,377,58,3,7.7,23.1,0.08,2025-04-16 19:13:00
1641,378,106,5,4.52,22.6,0.05,2025-04-16 13:14:00
1642,378,142,6,4.78,28.68,0.14,2025-04-16 13:14:00
1643,379,19,4,7.1,28.4,0.03,2025-04-17 12:34:00
1644,379,27,5.2,2.72,14.14,0.1,2025-04-17 12:34:00
1645,379,87,2,6.12,12.24,0.07,2025-04-17 12:34:00
1646,380,122,5,2.91,14.55,0.12,2025-04-17 13:15:00
1647,380,109,5.1,4.05,20.65,0.07,2025-04-17 13:15:00
1648,380,19,2,9.41,18.82,0.15,2025-04-17 13:15:00
1649,380,7,6,6.76,40.56,0.04,2025-04-17 13:15:00
1650,380,111,2,2.71,5.42,0.09,2025-04-17 13:15:00
1651,380,4,4,10.27,41.08,0.02,2025-04-17 13:15:00
1652,380,8,0.9,3.08,2.77,0.02,2025-04-17 13:15:00
1653,380,79,1,4.04,4.04,0.03,2025-04-17 13:15:00
1654,381,106,4,7.61,30.44,0.11,2025-04-17 20:13:00
1655,381,67,5,0.65,3.25,0.0,2025-04-17 20:13:00
1656,381,135,1,9.7,9.7,0.06,2025-04-17 20:13:00
1657,381,65,6,7.46,44.76,0.05,2025-04-17 20:13:00
1658,382,88,4,3.08,12.32,0.1,2025-04-18 06:34:00
1659,382,7,5,11.29,56.45,0.06,2025-04-18 06:34:00
1660,383,100,1,7.22,7.22,0.06,2025-04-18 20:38:00
1661,383,12,2,5.77,11.54,0.06,2025-04-18 20:38:00
1662,383,58,1,4.68,4.68,0.12,2025-04-18 20:38:00
1663,383,146,2,10.8,21.6,0.14,2025-04-18 20:38:00
1664,384,27,6,4.69,28.14,0.14,2025-04-18 12:20:00
1665,384,114,2,9.33,18.66,0.07,2025-04-18 12:20:00
1666,384,2,4.2,4.04,16.97,0.09,2025-04-18 12:20:00
1667,384,120,2,7.69,15.38,0.03,2025-04-18 12:20:00
1668,384,106,5.8,5.38,31.2,0.05,2025-04-18 12:20:00
1669,384,131,5,10.48,52.4,0.1,2025-04-18 12:20:00
1670,384,108,1,11.17,11.17,0.08,2025-04-18 12:20:00
1671,384,122,2.4,4.85,11.64,0.15,2025-04-18 12:20:00
1672,385,55,2,11.92,23.84,0.06,2025-04-19 08:28:00
1673,385,70,1,2.43,2.43,0.03,2025-04-19 08:28:00
1674,385,126,4,8.07,32.28,0.13,2025-04-19 08:28:00
1675,385,90,3,8.96,26.88,0.08,2025-04-19 08:28:00
1676,385,100,3,9.92,29.76,0.09,2025-04-19 08:28:00
1677,386,21,6,9.81,58.86,0.04,2025-04-19 19:16:00
1678,386,114,3,7.95,23.85,0.11,2025-04-19 19:16:00
1679,386,34,4.8,3.28,15.74,0.07,2025-04-19 19:16:00
1680,386,2,3,8.31,24.93,0.11,2025-04-19 19:16:00
1681,386,102,2,7.88,15.76,0.04,2025-04-19 19:16:00
1682,386,7,4.9,4.52,22.15,0.08,2025-04-19 19:16:00
1683,386,9,4,6.54,26.16,0.06,2025-04-19 19:16:00
1684,386,137,4.5,4.78,21.51,0.06,2025-04-19 19:16:00
1685,387,48,1,3.35,3.35,0.09,2025-04-19 07:24:00
1686,387,78,5,0.99,4.95,0.14,2025-04-19 07:24:00
1687,387,8,4,2.9,11.6,0.15,2025-04-19 07:24:00
1688,387,71,0.5,10.62,5.31,0.03,2025-04-19 07:24:00
1689,388,8,1,9.72,9.72,0.13,2025-04-19 08:33:00
1690,388,105,2,10.5,21.0,0.07,2025-04-19 08:33:00
1691,388,149,2,10.74,21.48,0.14,2025-04-19 08:33:00
1692,388,120,2.8,8.45,23.66,0.15,2025-04-19 08:33:00
1693,388,101,6,0.93,5.58,0.03,2025-04-19 08:33:00
1694,389,125,4.8,7.62,36.58,0.04,2025-04-19 13:55:00
1695,389,86,1,8.65,8.65,0.11,2025-04-19 13:55:00
1696,389,73,1,1.11,1.11,0.01,2025-04-19 13:55:00
1697,390,126,4,9.75,39.0,0.02,2025-04-20 11:15:00
1698,390,84,2.1,6.45,13.55,0.09,2025-04-20 11:15:00
1699,390,119,6,5.9,35.4,0.08,2025-04-20 11:15:00
1700,391,6,3,3.39,10.17,0.13,2025-04-20 20:35:00
1701,391,115,3,3.6,10.8,0.14,2025-04-20 20:35:00
1702,391,136,3,0.76,2.28,0.12,2025-04-20 20:35:00
1703,391,89,6,8.39,50.34,0.06,2025-04-20 20:35:00
1704,392,120,2.7,6.57,17.74,0.05,2025-04-20 22:52:00
1705,392,121,1.0,10.23,10.23,0.1,2025-04-20 22:52:00
1706,392,31,5,2.6,13.0,0.13,2025-04-20 22:52:00
1707,393,25,5,1.76,8.8,0.03,2025-04-20 14:29:00
1708,393,119,3.8,7.26,27.59,0.14,2025-04-20 14:29:00
1709,393,27,2,10.96,21.92,0.04,2025-04-20 14:29:00
1710,393,106,4,0.6,2.4,0.14,2025-04-20 14:29:00
1711,393,130,1,6.13,6.13,0.01,2025-04-20 14:29:00
1712,393,12,4,10.22,40.88,0.05,2025-04-20 14:29:00
1713,393,8,3,0.97,2.91,0.01,2025-04-20 14:29:00
1714,394,136,3.5,7.92,27.72,0.07,2025-04-20 10:00:00
1715,394,69,2,9.76,19.52,0.03,2025-04-20 10:00:00
1716,394,133,3,5.82,17.46,0.06,2025-04-20 10:00:00
1717,394,85,6,8.3,49.8,0.13,2025-04-20 10:00:00
1718,394,68,4,2.62,10.48,0.01,2025-04-20 10:00:00
1719,394,3,5.3,6.87,36.41,0.12,2025-04-20 10:00:00
1720,394,63,4,9.74,38.96,0.04,2025-04-20 10:00:00
1721,394,22,6,6.47,38.82,0.11,2025-04-20 10:00:00
1722,395,67,1,6.83,6.83,0.1,2025-04-21 18:48:00
1723,395,81,5,2.98,14.9,0.03,2025-04-21 18:48:00
1724,395,48,1,5.8,5.8,0.13,2025-04-21 18:48:00
1725,395,112,4.4,4.44,19.54,0.06,2025-04-21 18:48:00
1726,395,14,2.5,2.88,7.2,0.14,2025-04-21 18:48:00
1727,396,34,5,8.07,40.35,0.06,2025-04-21 15:07:00
1728,397,57,3.8,10.75,40.85,0.14,2025-04-21 20:55:00
1729,397,92,4,4.56,18.24,0.15,2025-04-21 20:55:00
1730,397,63,3.8,7.32,27.82,0.12,2025-04-21 20:55:00
1731,397,71,1,9.75,9.75,0.1,2025-04-21 20:55:00
1732,398,42,1.3,11.71,15.22,0.09,2025-04-22 20:45:00
1733,398,56,5.9,4.25,25.08,0.0,2025-04-22 20:45:00
1734,398,33,4.2,6.61,27.76,0.1,2025-04-22 20:45:00
1735,398,99,2,9.79,19.58,0.01,2025-04-22 20:45:00
1736,399,9,1,10.96,10.96,0.05,2025-04-22 15:23:00
1737,399,136,3.0,11.03,33.09,0.05,2025-04-22 15:23:00
1738,400,115,5,9.83,49.15,0.14,2025-04-22 07:59:00
1739,400,39,4.4,7.84,34.5,0.05,2025-04-22 07:59:00
1740,400,135,3,10.37,31.11,0.08,2025-04-22 07:59:00
1741,400,125,4.2,9.29,39.02,0.13,2025-04-22 07:59:00
1742,400,112,2,7.25,14.5,0.13,2025-04-22 07:59:00
1743,400,26,2,10.51,21.02,0.05,2025-04-22 07:59:00
1744,400,120,5,9.51,47.55,0.1,2025-04-22 07:59:00
1745,400,21,3,7.31,21.93,0.04,2025-04-22 07:59:00
1746,401,148,6,10.3,61.8,0.09,2025-04-23 07:01:00
1747,401,78,3.3,4.96,16.37,0.1,2025-04-23 07:01:00
1748,402,4,3,6.39,19.17,0.04,2025-04-23 17:03:00
1749,402,30,3,8.98,26.94,0.08,2025-04-23 17:03:00
1750,402,35,3,5.18,15.54,0.04,2025-04-23 17:03:00
1751,402,61,1,5.6,5.6,0.13,2025-04-23 17:03:00
1752,402,93,3,7.42,22.26,0.12,2025-04-23 17:03:00
1753,402,54,3,6.35,19.05,0.01,2025-04-23 17:03:00
1754,403,130,2,8.14,16.28,0.07,2025-04-23 10:59:00
1755,404,77,4,7.72,30.88,0.14,2025-04-24 08:39:00
1756,404,70,2,4.75,9.5,0.13,2025-04-24 08:39:00
1757,404,31,3.3,2.21,7.29,0.04,2025-04-24 08:39:00
1758,404,64,4,7.58,30.32,0.0,2025-04-24 08:39:00
1759,404,16,3,10.77,32.31,0.09,2025-04-24 08:39:00
1760,404,73,3,7.05,21.15,0.11,2025-04-24 08:39:00
1761,405,68,1,5.52,5.52,0.02,2025-04-24 10:27:00
1762,405,145,4,8.08,32.32,0.07,2025-04-24 10:27:00
1763,405,40,5,3.04,15.2,0.14,2025-04-24 10:27:00
1764,405,44,4,5.64,22.56,0.09,2025-04-24 10:27:00
1765,405,6,1,9.5,9.5,0.14,2025-04-24 10:27:00
1766,405,40,6,6.05,36.3,0.05,2025-04-24 10:27:00
1767,405,17,3,11.41,34.23,0.1,2025-04-24 10:27:00
1768,405,52,3.2,11.18,35.78,0.12,2025-04-24 10:27:00
1769,406,87,2.5,6.89,17.22,0.12,2025-04-24 20:58:00
1770,407,92,3,10.71,32.13,0.05,2025-04-25 14:36:00
1771,407,112,1,5.38,5.38,0.08,2025-04-25 14:36:00
1772,407,55,4.9,11.17,54.73,0.07,2025-04-25 14:36:00
1773,407,107,1,6.95,6.95,0.12,2025-04-25 14:36:00
1774,407,92,3,11.87,35.61,0.11,2025-04-25 14:36:00
1775,407,24,2.8,8.75,24.5,0.04,2025-04-25 14:36:00
1776,408,122,5.5,8.33,45.81,0.08,2025-04-25 13:52:00
