movement_id,dc_code,sku,movement_type,quantity,supplier_ref,movement_date,movement_time,timezone,reached_epos,week_number,notes
3136,DC-MANC,NP-SKU-00026,write_off,410.3,SUP011-DEL-33446,2025-04-11,20:00,UTC,Y,15,
3137,DC-BHAM,NP-SKU-00142,receipt,346.9,SUP011-DEL-49730,2025-04-12,22:41,UTC,Y,15,
3138,DC-GLAS,NP-SKU-00143,write_off,287.5,SUP013-DEL-67186,2025-04-14,16:54,UTC,Y,15,
3139,DC-LEEDS,NP-SKU-00085,receipt,175.8,SUP015-DEL-57915,2025-04-13,06:24,UTC,Y,15,
3140,DC-BHAM,NP-SKU-00006,write_off,28.0,SUP004-DEL-17760,2025-04-11,16:53,UTC,Y,15,
3141,DC-NORW,NP-SKU-00046,transfer,160.5,SUP008-DEL-43439,2025-04-12,07:36,UTC,Y,15,
3142,DC-NORW,NP-SKU-00019,transfer,374.1,SUP009-DEL-69244,2025-04-13,09:21,UTC,Y,15,
3143,DC-BHAM,NP-SKU-00054,write_off,345.4,SUP001-DEL-76806,2025-04-10,20:09,UTC,Y,15,
3144,DC-BHAM,NP-SKU-00082,receipt,313.2,SUP010-DEL-13723,2025-04-11,10:18,UTC,Y,15,
3145,DC-LEEDS,NP-SKU-00008,transfer,468.5,SUP008-DEL-84019,2025-04-11,08:31,UTC,Y,15,
3146,DC-GLAS,NP-SKU-00077,write_off,270.2,SUP020-DEL-73797,2025-04-15,10:27,UTC,Y,15,
3147,DC-NORW,NP-SKU-00116,receipt,400.4,SUP019-DEL-96223,2025-04-15,19:30,UTC,Y,15,
3148,DC-MANC,NP-SKU-00149,receipt,28.9,SUP007-DEL-91068,2025-04-11,11:56,UTC,Y,15,
3149,DC-BHAM,NP-SKU-00006,transfer,75.9,SUP010-DEL-89667,2025-04-15,06:25,UTC,Y,15,
3150,DC-NORW,NP-SKU-00132,receipt,111.2,SUP012-DEL-96206,2025-04-12,22:34,UTC,Y,15,
3151,DC-GLAS,NP-SKU-00075,receipt,484.6,SUP008-DEL-90198,2025-04-12,11:03,UTC,Y,15,
3152,DC-BRIS,NP-SKU-00062,receipt,30.7,SUP017-DEL-28375,2025-04-14,13:22,UTC,Y,15,
3153,DC-NORW,NP-SKU-00070,receipt,168.4,SUP014-DEL-31939,2025-04-10,13:14,UTC,Y,15,
3154,DC-BRIS,NP-SKU-00058,receipt,254.6,SUP012-DEL-73335,2025-04-12,06:44,UTC,Y,15,
3155,DC-NORW,NP-SKU-00139,write_off,298.2,SUP015-DEL-12821,2025-04-10,11:55,UTC,Y,15,
3156,DC-BHAM,NP-SKU-00072,receipt,308.6,SUP003-DEL-17473,2025-04-11,17:19,UTC,Y,15,
3157,DC-BRIS,NP-SKU-00059,receipt,342.6,SUP007-DEL-15205,2025-04-10,06:00,UTC,Y,15,
3158,DC-NORW,NP-SKU-00108,transfer,452.8,SUP018-DEL-87889,2025-04-12,07:12,UTC,Y,15,
3159,DC-BRIS,NP-SKU-00035,write_off,30.5,SUP014-DEL-70907,2025-04-10,20:39,UTC,Y,15,
3160,DC-MANC,NP-SKU-00085,receipt,127.8,SUP018-DEL-62905,2025-04-15,22:13,UTC,Y,15,
3161,DC-LEEDS,NP-SKU-00089,receipt,307.9,SUP003-DEL-42445,2025-04-12,15:50,UTC,Y,15,
3162,DC-LEEDS,NP-SKU-00088,receipt,237.7,SUP004-DEL-78161,2025-04-10,08:03,UTC,Y,15,
3163,DC-BRIS,NP-SKU-00022,receipt,232.2,SUP005-DEL-43022,2025-04-12,21:40,UTC,Y,15,
3164,DC-BHAM,NP-SKU-00056,transfer,225.0,SUP016-DEL-24613,2025-04-09,06:01,UTC,Y,15,
3165,DC-GLAS,NP-SKU-00056,transfer,50.9,SUP001-DEL-18147,2025-04-15,10:41,UTC,Y,15,
3166,DC-MANC,NP-SKU-00114,write_off,104.5,SUP002-DEL-94298,2025-04-15,13:42,UTC,Y,15,
3167,DC-LEEDS,NP-SKU-00092,receipt,329.1,SUP004-DEL-85165,2025-04-09,10:51,UTC,Y,15,
3168,DC-BHAM,NP-SKU-00082,receipt,459.5,SUP015-DEL-61611,2025-04-13,06:04,UTC,Y,15,
3169,DC-MANC,NP-SKU-00104,receipt,252.4,SUP004-DEL-63631,2025-04-11,14:05,UTC,Y,15,
3170,DC-NORW,NP-SKU-00003,transfer,215.7,SUP010-DEL-35454,2025-04-13,18:57,UTC,Y,15,
3171,DC-NORW,NP-SKU-00057,receipt,404.9,SUP017-DEL-11411,2025-04-11,21:55,UTC,Y,15,
3172,DC-NORW,NP-SKU-00041,receipt,210.5,SUP003-DEL-13037,2025-04-10,07:28,UTC,Y,15,
3173,DC-BRIS,NP-SKU-00080,receipt,85.2,SUP002-DEL-23172,2025-04-10,15:35,UTC,Y,15,
3174,DC-GLAS,NP-SKU-00094,receipt,330.0,SUP009-DEL-84965,2025-04-15,22:57,UTC,Y,15,
3175,DC-GLAS,NP-SKU-00129,receipt,313.7,SUP016-DEL-38161,2025-04-09,11:34,UTC,Y,15,
3176,DC-GLAS,NP-SKU-00124,transfer,168.5,SUP005-DEL-13756,2025-04-13,08:50,UTC,Y,15,
3177,DC-BHAM,NP-SKU-00122,receipt,15.4,SUP012-DEL-91836,2025-04-11,17:55,UTC,Y,15,
3178,DC-LEEDS,NP-SKU-00063,receipt,112.0,SUP004-DEL-37599,2025-04-15,20:20,UTC,Y,15,
3179,DC-BRIS,NP-SKU-00071,receipt,339.0,SUP015-DEL-33821,2025-04-15,21:10,UTC,Y,15,
3180,DC-BHAM,NP-SKU-00073,write_off,462.7,SUP002-DEL-58299,2025-04-12,19:44,UTC,Y,15,
3181,DC-LEEDS,NP-SKU-00146,receipt,144.9,SUP010-DEL-38924,2025-04-10,08:38,UTC,Y,15,
3182,DC-NORW,NP-SKU-00085,transfer,104.9,SUP011-DEL-71331,2025-04-15,22:43,UTC,Y,15,
3183,DC-GLAS,NP-SKU-00049,receipt,142.3,SUP014-DEL-39689,2025-04-15,20:31,UTC,Y,15,
3184,DC-BHAM,NP-SKU-00142,receipt,42.3,SUP012-DEL-83844,2025-04-15,21:44,UTC,Y,15,
3185,DC-GLAS,NP-SKU-00135,write_off,199.6,SUP016-DEL-58440,2025-04-10,17:49,UTC,Y,15,
3186,DC-BHAM,NP-SKU-00062,receipt,479.3,SUP019-DEL-13474,2025-04-13,16:54,UTC,Y,15,
3187,DC-MANC,NP-SKU-00097,receipt,494.8,SUP016-DEL-15204,2025-04-10,21:46,UTC,Y,15,
3188,DC-MANC,NP-SKU-00070,receipt,227.6,SUP010-DEL-89663,2025-04-12,06:51,UTC,Y,15,
3189,DC-BHAM,NP-SKU-00103,receipt,31.7,SUP017-DEL-81970,2025-04-10,09:27,UTC,Y,15,
3190,DC-LEEDS,NP-SKU-00045,receipt,23.9,SUP006-DEL-17918,2025-04-12,16:55,UTC,Y,15,
3191,DC-BRIS,NP-SKU-00032,transfer,196.8,SUP020-DEL-38519,2025-04-15,22:07,UTC,Y,15,
3192,DC-MANC,NP-SKU-00122,transfer,330.9,SUP003-DEL-21366,2025-04-15,08:21,UTC,Y,15,
3193,DC-NORW,NP-SKU-00146,write_off,74.4,SUP005-DEL-57002,2025-04-13,19:16,UTC,Y,15,
3194,DC-MANC,NP-SKU-00089,receipt,480.1,SUP012-DEL-72180,2025-04-15,11:37,UTC,Y,15,
3195,DC-NORW,NP-SKU-00028,receipt,385.0,SUP012-DEL-10065,2025-04-10,22:19,UTC,Y,15,
3196,DC-GLAS,NP-SKU-00139,receipt,245.8,SUP006-DEL-94755,2025-04-12,20:36,UTC,Y,15,
3197,DC-NORW,NP-SKU-00138,write_off,24.8,SUP003-DEL-47278,2025-04-11,12:10,UTC,Y,15,
3198,DC-BHAM,NP-SKU-00048,write_off,388.4,SUP007-DEL-11724,2025-04-12,15:52,UTC,Y,15,
3199,DC-BHAM,NP-SKU-00083,receipt,296.7,SUP011-DEL-11980,2025-04-11,16:58,UTC,Y,15,
3200,DC-BHAM,NP-SKU-00139,receipt,18.9,SUP012-DEL-35078,2025-04-12,14:26,UTC,Y,15,
3201,DC-NORW,NP-SKU-00120,write_off,398.0,SUP010-DEL-72756,2025-04-12,14:39,UTC,Y,15,
3202,DC-BHAM,NP-SKU-00071,write_off,462.9,SUP018-DEL-33592,2025-04-11,19:31,UTC,Y,15,
3203,DC-MANC,NP-SKU-00093,receipt,470.2,SUP017-DEL-45076,2025-04-09,11:09,UTC,Y,15,
3204,DC-LEEDS,NP-SKU-00026,receipt,363.9,SUP014-DEL-93041,2025-04-10,18:55,UTC,Y,15,
3205,DC-BRIS,NP-SKU-00071,receipt,356.1,SUP005-DEL-60286,2025-04-14,06:19,UTC,Y,15,
3206,DC-MANC,NP-SKU-00128,write_off,28.9,SUP004-DEL-65868,2025-04-14,16:35,UTC,Y,15,
3207,DC-LEEDS,NP-SKU-00022,receipt,51.7,SUP005-DEL-10263,2025-04-13,06:12,UTC,Y,15,
3208,DC-GLAS,NP-SKU-00093,write_off,251.0,SUP009-DEL-87123,2025-04-15,10:36,UTC,Y,15,
3209,DC-MANC,NP-SKU-00009,receipt,219.2,SUP012-DEL-66081,2025-04-09,21:27,UTC,Y,15,
3210,DC-BHAM,NP-SKU-00017,write_off,19.9,SUP001-DEL-37710,2025-04-09,13:27,UTC,Y,15,
3211,DC-NORW,NP-SKU-00123,receipt,361.1,SUP020-DEL-98692,2025-04-13,09:09,UTC,Y,15,
3212,DC-BHAM,NP-SKU-00002,transfer,284.2,SUP014-DEL-27590,2025-04-09,16:50,UTC,Y,15,
3213,DC-NORW,NP-SKU-00150,transfer,238.7,SUP006-DEL-84847,2025-04-14,18:21,UTC,Y,15,
3214,DC-BRIS,NP-SKU-00069,receipt,169.4,SUP019-DEL-62158,2025-04-12,15:08,UTC,Y,15,
3215,DC-BRIS,NP-SKU-00105,receipt,162.1,SUP011-DEL-89315,2025-04-10,11:27,UTC,Y,15,
3216,DC-BHAM,NP-SKU-00045,write_off,243.6,SUP001-DEL-50735,2025-04-09,16:38,UTC,Y,15,
3217,DC-MANC,NP-SKU-00014,write_off,157.8,SUP015-DEL-47962,2025-04-14,08:06,UTC,Y,15,
3218,DC-LEEDS,NP-SKU-00023,receipt,317.1,SUP009-DEL-77190,2025-04-14,12:47,UTC,Y,15,
3219,DC-LEEDS,NP-SKU-00019,receipt,134.1,SUP005-DEL-70069,2025-04-15,14:26,UTC,Y,15,
3220,DC-MANC,NP-SKU-00020,receipt,435.5,SUP019-DEL-60044,2025-04-19,14:57,UTC,Y,16,
3221,DC-GLAS,NP-SKU-00058,receipt,130.6,SUP002-DEL-56597,2025-04-20,06:32,UTC,Y,16,
3222,DC-GLAS,NP-SKU-00101,receipt,223.8,SUP011-DEL-56515,2025-04-21,07:44,UTC,Y,16,
3223,DC-BRIS,NP-SKU-00104,receipt,375.6,SUP008-DEL-81110,2025-04-16,06:39,UTC,Y,16,
3224,DC-BRIS,NP-SKU-00078,receipt,156.3,SUP002-DEL-49245,2025-04-21,16:47,UTC,Y,16,
3225,DC-LEEDS,NP-SKU-00038,transfer,456.4,SUP004-DEL-56487,2025-04-16,12:42,UTC,Y,16,
3226,DC-NORW,NP-SKU-00089,write_off,259.1,SUP003-DEL-81506,2025-04-19,13:31,UTC,Y,16,
3227,DC-BHAM,NP-SKU-00056,receipt,475.3,SUP010-DEL-43948,2025-04-21,06:38,UTC,Y,16,
3228,DC-BHAM,NP-SKU-00063,write_off,105.7,SUP016-DEL-19018,2025-04-19,22:34,UTC,Y,16,
3229,DC-NORW,NP-SKU-00046,transfer,261.7,SUP014-DEL-10993,2025-04-21,07:10,UTC,Y,16,
3230,DC-MANC,NP-SKU-00059,receipt,291.9,SUP015-DEL-28093,2025-04-20,20:51,UTC,Y,16,
3231,DC-GLAS,NP-SKU-00002,receipt,375.3,SUP013-DEL-84006,2025-04-18,16:57,UTC,Y,16,
3232,DC-NORW,NP-SKU-00033,receipt,440.3,SUP006-DEL-68383,2025-04-20,07:28,UTC,Y,16,
3233,DC-BRIS,NP-SKU-00057,receipt,196.4,SUP009-DEL-11203,2025-04-20,17:29,UTC,Y,16,
3234,DC-MANC,NP-SKU-00115,receipt,38.0,SUP001-DEL-59732,2025-04-19,07:35,UTC,Y,16,
3235,DC-BHAM,NP-SKU-00123,receipt,61.1,SUP008-DEL-79940,2025-04-19,08:17,UTC,Y,16,
3236,DC-NORW,NP-SKU-00150,write_off,359.8,SUP019-DEL-80040,2025-04-17,08:57,UTC,Y,16,
3237,DC-NORW,NP-SKU-00092,transfer,300.4,SUP004-DEL-20366,2025-04-22,08:47,UTC,Y,16,
3238,DC-BRIS,NP-SKU-00082,receipt,283.8,SUP003-DEL-44314,2025-04-20,12:30,UTC,Y,16,
3239,DC-BRIS,NP-SKU-00125,receipt,495.5,SUP018-DEL-99323,2025-04-20,19:08,UTC,Y,16,
3240,DC-BHAM,NP-SKU-00058,transfer,298.6,SUP005-DEL-11379,2025-04-18,18:52,UTC,Y,16,
3241,DC-LEEDS,NP-SKU-00072,receipt,15.6,SUP008-DEL-76468,2025-04-19,22:10,UTC,Y,16,
3242,DC-BHAM,NP-SKU-00067,transfer,263.1,SUP004-DEL-93278,2025-04-20,20:02,UTC,Y,16,
3243,DC-BHAM,NP-SKU-00122,receipt,114.2,SUP018-DEL-10591,2025-04-22,09:01,UTC,Y,16,
3244,DC-NORW,NP-SKU-00005,receipt,198.7,SUP015-DEL-45256,2025-04-20,19:11,UTC,Y,16,
3245,DC-GLAS,NP-SKU-00045,receipt,90.5,SUP005-DEL-17437,2025-04-17,21:33,UTC,Y,16,
3246,DC-MANC,NP-SKU-00077,receipt,68.9,SUP016-DEL-49921,2025-04-17,06:24,UTC,Y,16,
3247,DC-NORW,NP-SKU-00053,write_off,327.5,SUP017-DEL-89274,2025-04-20,21:10,UTC,Y,16,
3248,DC-LEEDS,NP-SKU-00141,write_off,493.1,SUP005-DEL-30616,2025-04-21,12:45,UTC,Y,16,
3249,DC-BHAM,NP-SKU-00095,write_off,93.7,SUP005-DEL-95840,2025-04-20,21:44,UTC,Y,16,
3250,DC-BRIS,NP-SKU-00087,write_off,247.2,SUP013-DEL-68330,2025-04-17,18:52,UTC,Y,16,
3251,DC-GLAS,NP-SKU-00063,receipt,455.6,SUP010-DEL-24095,2025-04-19,21:10,UTC,Y,16,
3252,DC-BRIS,NP-SKU-00093,transfer,398.6,SUP008-DEL-24548,2025-04-17,22:27,UTC,Y,16,
3253,DC-GLAS,NP-SKU-00070,receipt,313.3,SUP011-DEL-40316,2025-04-21,14:23,UTC,Y,16,
3254,DC-NORW,NP-SKU-00014,receipt,286.6,SUP008-DEL-38035,2025-04-17,22:27,UTC,Y,16,
3255,DC-NORW,NP-SKU-00150,receipt,350.4,SUP019-DEL-38160,2025-04-21,15:11,UTC,Y,16,
3256,DC-GLAS,NP-SKU-00113,transfer,444.5,SUP001-DEL-67576,2025-04-18,06:05,UTC,Y,16,
3257,DC-LEEDS,NP-SKU-00044,receipt,38.1,SUP014-DEL-66021,2025-04-21,18:15,UTC,Y,16,
3258,DC-BHAM,NP-SKU-00095,receipt,189.9,SUP008-DEL-89629,2025-04-20,07:40,UTC,Y,16,
3259,DC-LEEDS,NP-SKU-00060,transfer,235.3,SUP005-DEL-98594,2025-04-18,06:45,UTC,Y,16,
3260,DC-LEEDS,NP-SKU-00012,receipt,493.7,SUP006-DEL-55514,2025-04-20,06:20,UTC,Y,16,
3261,DC-BRIS,NP-SKU-00019,write_off,261.6,SUP017-DEL-24328,2025-04-22,12:23,UTC,Y,16,
3262,DC-BHAM,NP-SKU-00074,receipt,363.8,SUP003-DEL-99311,2025-04-22,13:11,UTC,Y,16,
3263,DC-BRIS,NP-SKU-00148,transfer,84.9,SUP018-DEL-44802,2025-04-18,07:23,UTC,Y,16,
3264,DC-LEEDS,NP-SKU-00054,write_off,67.0,SUP020-DEL-80739,2025-04-21,12:55,UTC,Y,16,
3265,DC-BHAM,NP-SKU-00097,receipt,24.5,SUP006-DEL-96572,2025-04-17,10:32,UTC,Y,16,
3266,DC-GLAS,NP-SKU-00068,transfer,147.2,SUP008-DEL-57895,2025-04-21,19:44,UTC,Y,16,
3267,DC-BRIS,NP-SKU-00113,receipt,388.1,SUP017-DEL-24979,2025-04-22,16:22,UTC,Y,16,
3268,DC-GLAS,NP-SKU-00117,write_off,267.6,SUP016-DEL-37725,2025-04-20,21:18,UTC,Y,16,
3269,DC-GLAS,NP-SKU-00145,receipt,215.2,SUP020-DEL-30913,2025-04-20,21:28,UTC,Y,16,
3270,DC-BHAM,NP-SKU-00089,receipt,489.8,SUP008-DEL-47665,2025-04-19,18:38,UTC,Y,16,
3271,DC-GLAS,NP-SKU-00062,receipt,351.5,SUP012-DEL-15739,2025-04-20,18:06,UTC,Y,16,
3272,DC-MANC,NP-SKU-00129,transfer,57.3,SUP005-DEL-61960,2025-04-22,14:36,UTC,Y,16,
3273,DC-BHAM,NP-SKU-00023,transfer,201.4,SUP001-DEL-23163,2025-04-16,07:42,UTC,Y,16,
3274,DC-BHAM,NP-SKU-00024,receipt,87.0,SUP014-DEL-62359,2025-04-22,14:51,UTC,Y,16,
3275,DC-GLAS,NP-SKU-00091,transfer,137.3,SUP009-DEL-11438,2025-04-17,06:37,UTC,Y,16,
3276,DC-GLAS,NP-SKU-00109,receipt,122.5,SUP003-DEL-72268,2025-04-21,07:01,UTC,Y,16,
3277,DC-NORW,NP-SKU-00032,transfer,310.6,SUP014-DEL-39811,2025-04-22,08:55,UTC,Y,16,
3278,DC-GLAS,NP-SKU-00057,write_off,112.0,SUP015-DEL-90120,2025-04-18,18:41,UTC,Y,16,
3279,DC-LEEDS,NP-SKU-00001,receipt,429.1,SUP009-DEL-93520,2025-04-18,15:28,UTC,Y,16,
3280,DC-LEEDS,NP-SKU-00145,receipt,397.6,SUP019-DEL-76460,2025-04-17,22:47,UTC,Y,16,
3281,DC-MANC,NP-SKU-00137,receipt,463.4,SUP014-DEL-51743,2025-04-18,17:20,UTC,Y,16,
3282,DC-MANC,NP-SKU-00012,receipt,455.2,SUP010-DEL-83320,2025-04-21,13:07,UTC,Y,16,
3283,DC-BHAM,NP-SKU-00059,receipt,43.8,SUP005-DEL-92188,2025-04-20,06:38,UTC,Y,16,
3284,DC-MANC,NP-SKU-00062,receipt,487.0,SUP019-DEL-63313,2025-04-18,08:36,UTC,Y,16,
3285,DC-GLAS,NP-SKU-00049,write_off,107.4,SUP002-DEL-27972,2025-04-19,08:04,UTC,Y,16,
3286,DC-BRIS,NP-SKU-00073,transfer,118.3,SUP018-DEL-29686,2025-04-17,13:16,UTC,Y,16,
3287,DC-GLAS,NP-SKU-00124,write_off,338.5,SUP006-DEL-20473,2025-04-22,07:43,UTC,Y,16,
3288,DC-MANC,NP-SKU-00079,receipt,236.2,SUP005-DEL-67117,2025-04-18,22:02,UTC,Y,16,
3289,DC-LEEDS,NP-SKU-00106,transfer,314.9,SUP017-DEL-17562,2025-04-22,08:39,UTC,Y,16,
3290,DC-BRIS,NP-SKU-00024,receipt,485.8,SUP009-DEL-68090,2025-04-21,09:40,UTC,Y,16,
3291,DC-LEEDS,NP-SKU-00066,receipt,112.0,SUP016-DEL-20122,2025-04-19,16:56,UTC,Y,16,
3292,DC-MANC,NP-SKU-00042,receipt,51.1,SUP001-DEL-87983,2025-04-18,14:57,UTC,Y,16,
3293,DC-BRIS,NP-SKU-00143,write_off,285.4,SUP006-DEL-90811,2025-04-20,11:59,UTC,Y,16,
3294,DC-LEEDS,NP-SKU-00121,receipt,415.1,SUP008-DEL-74783,2025-04-21,22:13,UTC,Y,16,
3295,DC-LEEDS,NP-SKU-00006,receipt,179.3,SUP014-DEL-92100,2025-04-17,22:35,UTC,Y,16,
3296,DC-LEEDS,NP-SKU-00140,receipt,232.0,SUP016-DEL-96890,2025-04-19,11:23,UTC,Y,16,
3297,DC-NORW,NP-SKU-00063,write_off,89.1,SUP008-DEL-78189,2025-04-20,07:20,UTC,Y,16,
3298,DC-LEEDS,NP-SKU-00110,receipt,476.7,SUP002-DEL-26557,2025-04-16,10:07,UTC,Y,16,
3299,DC-MANC,NP-SKU-00103,receipt,122.1,SUP008-DEL-35745,2025-04-20,09:58,UTC,Y,16,
3300,DC-BRIS,NP-SKU-00052,transfer,309.3,SUP003-DEL-29055,2025-04-21,21:12,UTC,Y,16,
3301,DC-BRIS,NP-SKU-00105,receipt,349.9,SUP008-DEL-46433,2025-04-20,16:28,UTC,Y,16,
3302,DC-MANC,NP-SKU-00030,receipt,351.9,SUP001-DEL-77858,2025-04-18,21:40,UTC,Y,16,
3303,DC-GLAS,NP-SKU-00083,write_off,436.4,SUP020-DEL-15779,2025-04-21,18:43,UTC,Y,16,
3304,DC-NORW,NP-SKU-00040,receipt,401.0,SUP006-DEL-25754,2025-04-21,14:21,UTC,Y,16,
3305,DC-BRIS,NP-SKU-00145,transfer,423.5,SUP009-DEL-84898,2025-04-18,08:16,UTC,Y,16,
3306,DC-LEEDS,NP-SKU-00037,receipt,117.7,SUP008-DEL-96831,2025-04-19,08:33,UTC,Y,16,
3307,DC-BRIS,NP-SKU-00090,write_off,150.7,SUP010-DEL-73501,2025-04-18,08:15,UTC,Y,16,
3308,DC-MANC,NP-SKU-00094,receipt,213.4,SUP019-DEL-92292,2025-04-21,20:28,UTC,Y,16,
3309,DC-LEEDS,NP-SKU-00028,receipt,232.5,SUP018-DEL-98391,2025-04-19,17:01,UTC,Y,16,
3310,DC-GLAS,NP-SKU-00042,receipt,345.8,SUP005-DEL-37429,2025-04-19,12:54,UTC,Y,16,
3311,DC-GLAS,NP-SKU-00014,write_off,398.2,SUP014-DEL-45118,2025-04-22,20:30,UTC,Y,16,
3312,DC-NORW,NP-SKU-00069,receipt,43.0,SUP004-DEL-86956,2025-04-20,18:48,UTC,Y,16,
3313,DC-BHAM,NP-SKU-00020,write_off,443.3,SUP003-DEL-29244,2025-04-20,13:41,UTC,Y,16,
3314,DC-LEEDS,NP-SKU-00030,receipt,420.1,SUP015-DEL-11511,2025-04-20,12:22,UTC,Y,16,
3315,DC-BHAM,NP-SKU-00142,receipt,72.3,SUP018-DEL-82095,2025-04-16,06:24,UTC,Y,16,
3316,DC-LEEDS,NP-SKU-00020,transfer,279.6,SUP020-DEL-38449,2025-04-18,19:02,UTC,Y,16,
3317,DC-NORW,NP-SKU-00026,receipt,398.7,SUP012-DEL-27411,2025-04-21,20:37,UTC,Y,16,
3318,DC-BRIS,NP-SKU-00121,receipt,229.5,SUP010-DEL-85576,2025-04-21,16:08,UTC,Y,16,
3319,DC-GLAS,NP-SKU-00148,receipt,127.0,SUP018-DEL-92998,2025-04-19,15:04,UTC,Y,16,
3320,DC-LEEDS,NP-SKU-00121,receipt,22.5,SUP009-DEL-61174,2025-04-16,12:01,UTC,Y,16,
3321,DC-LEEDS,NP-SKU-00098,transfer,145.8,SUP015-DEL-99371,2025-04-18,15:17,UTC,Y,16,
3322,DC-NORW,NP-SKU-00122,transfer,274.0,SUP012-DEL-50949,2025-04-21,21:30,UTC,Y,16,
3323,DC-LEEDS,NP-SKU-00044,transfer,31.3,SUP007-DEL-49719,2025-04-16,22:44,UTC,Y,16,
3324,DC-MANC,NP-SKU-00101,receipt,29.6,SUP018-DEL-77052,2025-04-17,17:34,UTC,Y,16,
3325,DC-LEEDS,NP-SKU-00039,receipt,479.5,SUP005-DEL-66548,2025-04-16,10:35,UTC,Y,16,
3326,DC-MANC,NP-SKU-00043,receipt,388.6,SUP014-DEL-92965,2025-04-16,07:43,UTC,Y,16,
3327,DC-LEEDS,NP-SKU-00078,transfer,207.8,SUP011-DEL-46963,2025-04-22,15:53,UTC,Y,16,
3328,DC-MANC,NP-SKU-00052,write_off,236.3,SUP020-DEL-32507,2025-04-16,09:58,UTC,Y,16,
3329,DC-MANC,NP-SKU-00111,receipt,461.1,SUP009-DEL-64440,2025-04-17,19:44,UTC,Y,16,
3330,DC-BHAM,NP-SKU-00030,write_off,415.5,SUP011-DEL-88139,2025-04-19,12:44,UTC,Y,16,
3331,DC-NORW,NP-SKU-00040,receipt,480.0,SUP004-DEL-68720,2025-04-21,12:18,UTC,Y,16,
3332,DC-NORW,NP-SKU-00115,write_off,331.3,SUP008-DEL-86097,2025-04-16,15:41,UTC,Y,16,
3333,DC-NORW,NP-SKU-00127,write_off,386.0,SUP020-DEL-39433,2025-04-16,16:46,UTC,Y,16,
3334,DC-BHAM,NP-SKU-00110,receipt,395.4,SUP003-DEL-96935,2025-04-21,18:49,UTC,Y,16,
3335,DC-BRIS,NP-SKU-00016,transfer,317.0,SUP016-DEL-80719,2025-04-16,07:43,UTC,Y,16,
3336,DC-BHAM,NP-SKU-00032,receipt,54.6,SUP001-DEL-68757,2025-04-19,19:32,UTC,Y,16,
3337,DC-NORW,NP-SKU-00129,transfer,477.6,SUP009-DEL-77477,2025-04-20,10:34,UTC,Y,16,
3338,DC-MANC,NP-SKU-00127,receipt,311.1,SUP015-DEL-36445,2025-04-21,11:47,UTC,Y,16,
3339,DC-NORW,NP-SKU-00049,receipt,166.9,SUP012-DEL-52492,2025-04-19,17:44,UTC,Y,16,
3340,DC-BRIS,NP-SKU-00011,receipt,184.9,SUP007-DEL-17425,2025-04-22,07:11,UTC,Y,16,
3341,DC-GLAS,NP-SKU-00054,write_off,302.5,SUP013-DEL-72164,2025-04-19,07:50,UTC,Y,16,
3342,DC-BHAM,NP-SKU-00092,write_off,302.4,SUP015-DEL-35280,2025-04-22,15:18,UTC,Y,16,
3343,DC-BRIS,NP-SKU-00108,write_off,410.6,SUP001-DEL-51663,2025-04-22,06:23,UTC,Y,16,
3344,DC-LEEDS,NP-SKU-00064,receipt,298.4,SUP014-DEL-74901,2025-04-20,21:38,UTC,Y,16,
3345,DC-GLAS,NP-SKU-00047,transfer,121.5,SUP010-DEL-32219,2025-04-16,17:57,UTC,Y,16,
3346,DC-BHAM,NP-SKU-00068,receipt,124.8,SUP019-DEL-53293,2025-04-20,12:03,UTC,Y,16,
3347,DC-BRIS,NP-SKU-00029,transfer,240.0,SUP019-DEL-31487,2025-04-20,10:38,UTC,Y,16,
3348,DC-LEEDS,NP-SKU-00044,receipt,237.4,SUP009-DEL-13852,2025-04-22,20:03,UTC,Y,16,
3349,DC-LEEDS,NP-SKU-00134,write_off,401.3,SUP013-DEL-58810,2025-04-17,22:42,UTC,Y,16,
3350,DC-LEEDS,NP-SKU-00098,receipt,491.8,SUP019-DEL-39449,2025-04-18,07:35,UTC,Y,16,
3351,DC-GLAS,NP-SKU-00010,receipt,398.2,SUP011-DEL-21994,2025-04-20,08:33,UTC,Y,16,
3352,DC-MANC,NP-SKU-00079,receipt,40.1,SUP001-DEL-20415,2025-04-20,13:46,UTC,Y,16,
3353,DC-LEEDS,NP-SKU-00116,receipt,219.7,SUP012-DEL-23802,2025-04-21,21:58,UTC,Y,16,
3354,DC-GLAS,NP-SKU-00011,receipt,452.8,SUP017-DEL-35009,2025-04-20,10:12,UTC,Y,16,
3355,DC-BHAM,NP-SKU-00083,receipt,77.0,SUP006-DEL-46260,2025-04-19,20:45,UTC,Y,16,
3356,DC-MANC,NP-SKU-00101,receipt,233.1,SUP011-DEL-17437,2025-04-20,11:26,UTC,Y,16,
3357,DC-LEEDS,NP-SKU-00105,transfer,115.8,SUP006-DEL-88384,2025-04-18,11:05,UTC,Y,16,
3358,DC-BRIS,NP-SKU-00078,receipt,443.8,SUP006-DEL-71658,2025-04-20,12:15,UTC,Y,16,
3359,DC-NORW,NP-SKU-00017,write_off,486.8,SUP009-DEL-10213,2025-04-18,16:24,UTC,Y,16,
3360,DC-GLAS,NP-SKU-00006,write_off,10.3,SUP013-DEL-96050,2025-04-20,13:03,UTC,Y,16,
