transaction_id,member_id,transaction_type,points,basket_value_gbp,store_id,channel,sku,transaction_at,created_at
7532,105,earn,363,161.47,24,click_collect,NP-SKU-00105,2025-05-22 14:24:00,2025-05-22 14:24:00
4620,258,earn,289,115.1,,online,NP-SKU-00127,2025-05-22 14:41:00,2025-05-22 14:41:00
6057,292,redeem,129,,27,in_store,,2025-05-22 14:46:00,2025-05-22 14:46:00
10204,420,redeem,110,,,online,,2025-05-22 14:49:00,2025-05-22 14:49:00
12166,448,redeem,173,,21,click_collect,,2025-05-22 14:54:00,2025-05-22 14:54:00
7557,115,earn,320,105.37,,click_collect,NP-SKU-00049,2025-05-22 15:00:00,2025-05-22 15:00:00
10722,71,earn,494,56.86,30,online,NP-SKU-00036,2025-05-22 15:03:00,2025-05-22 15:03:00
11120,18,redeem,84,,9,click_collect,,2025-05-22 15:24:00,2025-05-22 15:24:00
4933,116,redeem,144,,10,in_store,,2025-05-22 15:41:00,2025-05-22 15:41:00
1400,125,redeem,72,,,in_store,,2025-05-22 15:42:00,2025-05-22 15:42:00
7726,430,earn,309,128.27,11,online,NP-SKU-00018,2025-05-22 16:04:00,2025-05-22 16:04:00
11246,372,earn,231,61.51,19,click_collect,NP-SKU-00119,2025-05-22 16:26:00,2025-05-22 16:26:00
1757,207,redeem,91,,16,online,,2025-05-22 16:37:00,2025-05-22 16:37:00
12155,36,earn,70,127.44,,online,NP-SKU-00007,2025-05-22 16:44:00,2025-05-22 16:44:00
374,69,redeem,272,,27,click_collect,,2025-05-22 16:55:00,2025-05-22 16:55:00
11477,290,redeem,297,,7,in_store,,2025-05-22 17:03:00,2025-05-22 17:03:00
4676,466,earn,483,9.12,14,in_store,NP-SKU-00079,2025-05-22 17:29:00,2025-05-22 17:29:00
13054,353,redeem,111,,5,in_store,,2025-05-22 17:30:00,2025-05-22 17:30:00
153,171,earn,176,117.49,22,online,NP-SKU-00123,2025-05-22 18:11:00,2025-05-22 18:11:00
11283,16,redeem,173,,23,in_store,,2025-05-22 18:30:00,2025-05-22 18:30:00
2441,503,redeem,57,,2,click_collect,,2025-05-22 18:33:00,2025-05-22 18:33:00
5007,137,earn,448,163.01,1,click_collect,NP-SKU-00126,2025-05-22 18:36:00,2025-05-22 18:36:00
4781,287,redeem,60,,2,online,,2025-05-22 18:49:00,2025-05-22 18:49:00
1507,464,redeem,211,,18,click_collect,,2025-05-22 18:59:00,2025-05-22 18:59:00
11622,488,redeem,131,,18,in_store,,2025-05-22 19:28:00,2025-05-22 19:28:00
4341,61,earn,160,51.2,,in_store,NP-SKU-00138,2025-05-22 19:39:00,2025-05-22 19:39:00
9021,52,redeem,238,,16,click_collect,,2025-05-22 19:46:00,2025-05-22 19:46:00
6243,89,earn,393,146.44,,in_store,NP-SKU-00014,2025-05-22 19:48:00,2025-05-22 19:48:00
4385,17,earn,444,121.03,,online,NP-SKU-00103,2025-05-22 20:57:00,2025-05-22 20:57:00
7805,478,redeem,59,,10,in_store,,2025-05-22 21:26:00,2025-05-22 21:26:00
2093,355,redeem,104,,24,click_collect,,2025-05-22 21:30:00,2025-05-22 21:30:00
8292,124,earn,64,81.31,5,in_store,NP-SKU-00054,2025-05-22 21:30:00,2025-05-22 21:30:00
2886,242,earn,230,8.94,18,online,NP-SKU-00065,2025-05-22 21:43:00,2025-05-22 21:43:00
1051,219,earn,450,176.94,7,online,NP-SKU-00112,2025-05-22 22:03:00,2025-05-22 22:03:00
2040,282,redeem,230,,23,click_collect,,2025-05-22 22:05:00,2025-05-22 22:05:00
12659,4,earn,272,99.38,13,click_collect,NP-SKU-00105,2025-05-22 22:08:00,2025-05-22 22:08:00
7580,485,redeem,167,,30,click_collect,,2025-05-22 22:30:00,2025-05-22 22:30:00
185,32,earn,169,120.89,11,in_store,NP-SKU-00118,2025-05-22 22:34:00,2025-05-22 22:34:00
5717,81,earn,19,38.25,25,online,NP-SKU-00148,2025-05-22 22:44:00,2025-05-22 22:44:00
9424,435,redeem,80,,9,in_store,,2025-05-22 22:45:00,2025-05-22 22:45:00
2884,327,redeem,290,,6,in_store,,2025-05-23 08:56:00,2025-05-23 08:56:00
2495,422,earn,435,66.41,,click_collect,NP-SKU-00113,2025-05-23 09:41:00,2025-05-23 09:41:00
929,435,redeem,259,,30,online,,2025-05-23 11:13:00,2025-05-23 11:13:00
3451,302,redeem,217,,6,online,,2025-05-23 11:21:00,2025-05-23 11:21:00
8510,476,redeem,165,,15,in_store,,2025-05-23 12:48:00,2025-05-23 12:48:00
8487,121,earn,476,65.86,,click_collect,NP-SKU-00085,2025-05-23 12:51:00,2025-05-23 12:51:00
5412,53,earn,69,140.87,7,click_collect,NP-SKU-00059,2025-05-23 13:11:00,2025-05-23 13:11:00
2410,81,earn,158,76.27,25,in_store,NP-SKU-00031,2025-05-23 13:43:00,2025-05-23 13:43:00
6033,288,earn,70,82.37,9,click_collect,NP-SKU-00108,2025-05-23 15:09:00,2025-05-23 15:09:00
8255,35,earn,455,54.4,12,online,NP-SKU-00024,2025-05-23 15:47:00,2025-05-23 15:47:00
4184,99,earn,245,57.65,11,in_store,NP-SKU-00111,2025-05-23 16:20:00,2025-05-23 16:20:00
9576,180,earn,337,100.57,19,online,NP-SKU-00088,2025-05-23 16:40:00,2025-05-23 16:40:00
7404,89,earn,139,111.06,15,online,NP-SKU-00059,2025-05-23 17:07:00,2025-05-23 17:07:00
9601,181,earn,336,108.7,,click_collect,NP-SKU-00016,2025-05-23 17:49:00,2025-05-23 17:49:00
3674,396,earn,358,123.89,13,online,NP-SKU-00010,2025-05-23 18:24:00,2025-05-23 18:24:00
13045,69,earn,144,108.22,19,online,NP-SKU-00141,2025-05-23 18:55:00,2025-05-23 18:55:00
13381,180,redeem,189,,26,in_store,,2025-05-23 19:28:00,2025-05-23 19:28:00
6653,211,earn,149,172.72,26,in_store,NP-SKU-00009,2025-05-23 19:59:00,2025-05-23 19:59:00
8320,31,earn,50,47.4,11,online,NP-SKU-00124,2025-05-23 20:57:00,2025-05-23 20:57:00
148,357,earn,230,5.92,,online,NP-SKU-00056,2025-05-23 21:09:00,2025-05-23 21:09:00
8217,121,earn,391,153.35,22,in_store,NP-SKU-00034,2025-05-23 21:30:00,2025-05-23 21:30:00
2236,216,earn,25,6.83,21,in_store,NP-SKU-00108,2025-05-23 22:58:00,2025-05-23 22:58:00
3867,228,redeem,286,,24,click_collect,,2025-05-24 08:43:00,2025-05-24 08:43:00
2409,425,earn,100,159.31,3,online,NP-SKU-00041,2025-05-24 09:31:00,2025-05-24 09:31:00
1418,62,earn,382,178.98,,in_store,NP-SKU-00072,2025-05-24 09:35:00,2025-05-24 09:35:00
8375,397,earn,206,125.79,29,in_store,NP-SKU-00048,2025-05-24 09:43:00,2025-05-24 09:43:00
8324,61,redeem,203,,11,in_store,,2025-05-24 10:56:00,2025-05-24 10:56:00
11828,376,earn,115,37.01,6,in_store,NP-SKU-00011,2025-05-24 11:42:00,2025-05-24 11:42:00
6938,3,earn,330,9.36,14,click_collect,NP-SKU-00064,2025-05-24 11:58:00,2025-05-24 11:58:00
807,225,earn,422,34.85,,in_store,NP-SKU-00046,2025-05-24 12:07:00,2025-05-24 12:07:00
7302,209,redeem,130,,17,online,,2025-05-24 12:19:00,2025-05-24 12:19:00
9946,314,redeem,156,,23,in_store,,2025-05-24 14:40:00,2025-05-24 14:40:00
10664,370,earn,288,29.65,27,in_store,NP-SKU-00049,2025-05-24 14:45:00,2025-05-24 14:45:00
9985,226,redeem,158,,15,online,,2025-05-24 15:36:00,2025-05-24 15:36:00
9365,72,earn,343,126.19,6,online,NP-SKU-00081,2025-05-24 16:27:00,2025-05-24 16:27:00
13116,316,earn,97,101.95,9,click_collect,NP-SKU-00143,2025-05-24 17:33:00,2025-05-24 17:33:00
7118,94,earn,47,84.03,20,in_store,NP-SKU-00120,2025-05-24 18:18:00,2025-05-24 18:18:00
1143,244,earn,192,71.13,2,online,NP-SKU-00027,2025-05-24 18:22:00,2025-05-24 18:22:00
12444,103,earn,114,76.58,6,click_collect,NP-SKU-00034,2025-05-24 18:31:00,2025-05-24 18:31:00
1584,230,earn,339,109.35,18,in_store,NP-SKU-00126,2025-05-24 19:40:00,2025-05-24 19:40:00
11950,472,earn,487,47.99,,click_collect,NP-SKU-00067,2025-05-24 19:56:00,2025-05-24 19:56:00
2344,194,earn,481,134.35,28,in_store,NP-SKU-00030,2025-05-24 20:13:00,2025-05-24 20:13:00
6266,359,earn,301,54.0,20,in_store,NP-SKU-00047,2025-05-24 20:33:00,2025-05-24 20:33:00
7303,14,redeem,103,,,online,,2025-05-24 21:01:00,2025-05-24 21:01:00
13122,130,redeem,167,,6,click_collect,,2025-05-24 21:12:00,2025-05-24 21:12:00
3452,61,earn,495,178.08,,in_store,NP-SKU-00002,2025-05-25 08:35:00,2025-05-25 08:35:00
8141,320,redeem,195,,27,in_store,,2025-05-25 08:38:00,2025-05-25 08:38:00
2610,41,earn,195,63.36,20,click_collect,NP-SKU-00054,2025-05-25 08:48:00,2025-05-25 08:48:00
7487,257,redeem,52,,24,in_store,,2025-05-25 09:23:00,2025-05-25 09:23:00
10220,385,earn,494,142.88,,online,NP-SKU-00023,2025-05-25 09:35:00,2025-05-25 09:35:00
8534,490,earn,258,155.84,13,click_collect,NP-SKU-00140,2025-05-25 10:56:00,2025-05-25 10:56:00
10048,84,earn,371,123.54,,click_collect,NP-SKU-00055,2025-05-25 11:49:00,2025-05-25 11:49:00
3134,34,redeem,248,,,in_store,,2025-05-25 14:50:00,2025-05-25 14:50:00
11613,495,redeem,269,,29,online,,2025-05-25 15:13:00,2025-05-25 15:13:00
1663,14,earn,217,68.32,,in_store,NP-SKU-00143,2025-05-25 15:17:00,2025-05-25 15:17:00
11234,261,redeem,286,,7,in_store,,2025-05-25 16:00:00,2025-05-25 16:00:00
4404,438,redeem,101,,,online,,2025-05-25 16:10:00,2025-05-25 16:10:00
6951,411,redeem,223,,24,in_store,,2025-05-25 17:26:00,2025-05-25 17:26:00
4730,110,earn,343,35.43,3,click_collect,NP-SKU-00089,2025-05-25 17:32:00,2025-05-25 17:32:00
6257,8,earn,220,73.28,22,online,NP-SKU-00082,2025-05-25 18:03:00,2025-05-25 18:03:00
4952,330,earn,334,120.71,18,online,NP-SKU-00040,2025-05-25 18:44:00,2025-05-25 18:44:00
8515,35,earn,401,145.4,25,online,NP-SKU-00027,2025-05-25 19:27:00,2025-05-25 19:27:00
8586,147,earn,128,104.18,24,in_store,NP-SKU-00006,2025-05-25 19:34:00,2025-05-25 19:34:00
2636,5,earn,106,162.62,25,online,NP-SKU-00137,2025-05-25 21:05:00,2025-05-25 21:05:00
5232,99,earn,447,89.28,16,online,NP-SKU-00070,2025-05-25 22:24:00,2025-05-25 22:24:00
1769,474,redeem,251,,3,in_store,,2025-05-25 22:49:00,2025-05-25 22:49:00
8987,357,redeem,264,,2,in_store,,2025-05-25 22:50:00,2025-05-25 22:50:00
5227,18,earn,232,165.18,23,online,NP-SKU-00096,2025-05-26 08:01:00,2025-05-26 08:01:00
4911,406,earn,322,13.82,12,click_collect,NP-SKU-00085,2025-05-26 08:56:00,2025-05-26 08:56:00
10272,356,earn,30,55.87,16,online,NP-SKU-00128,2025-05-26 09:37:00,2025-05-26 09:37:00
4836,260,earn,160,95.84,23,in_store,NP-SKU-00082,2025-05-26 09:38:00,2025-05-26 09:38:00
12453,445,earn,132,10.14,18,online,NP-SKU-00149,2025-05-26 10:05:00,2025-05-26 10:05:00
12948,47,earn,91,127.63,18,in_store,NP-SKU-00094,2025-05-26 10:42:00,2025-05-26 10:42:00
9801,186,earn,151,39.59,29,click_collect,NP-SKU-00110,2025-05-26 12:27:00,2025-05-26 12:27:00
4262,6,earn,424,170.5,3,in_store,NP-SKU-00059,2025-05-26 14:50:00,2025-05-26 14:50:00
3139,133,earn,48,30.04,1,online,NP-SKU-00092,2025-05-26 15:59:00,2025-05-26 15:59:00
8690,129,earn,381,23.45,26,in_store,NP-SKU-00093,2025-05-26 17:06:00,2025-05-26 17:06:00
2123,464,earn,219,83.5,1,in_store,NP-SKU-00147,2025-05-26 17:10:00,2025-05-26 17:10:00
8383,112,earn,386,115.12,2,click_collect,NP-SKU-00051,2025-05-26 17:23:00,2025-05-26 17:23:00
5780,168,earn,235,108.96,16,in_store,NP-SKU-00129,2025-05-26 17:53:00,2025-05-26 17:53:00
13040,495,earn,198,69.35,18,click_collect,NP-SKU-00104,2025-05-26 18:15:00,2025-05-26 18:15:00
6302,111,redeem,107,,25,online,,2025-05-26 18:17:00,2025-05-26 18:17:00
1358,189,redeem,144,,,online,,2025-05-26 18:20:00,2025-05-26 18:20:00
11089,252,earn,458,85.98,,in_store,NP-SKU-00098,2025-05-26 18:35:00,2025-05-26 18:35:00
2174,130,redeem,178,,7,online,,2025-05-26 20:02:00,2025-05-26 20:02:00
10195,32,redeem,76,,,click_collect,,2025-05-26 20:35:00,2025-05-26 20:35:00
13278,118,redeem,93,,11,click_collect,,2025-05-26 21:42:00,2025-05-26 21:42:00
11519,151,redeem,201,,11,online,,2025-05-26 21:56:00,2025-05-26 21:56:00
11660,157,redeem,122,,,in_store,,2025-05-27 09:51:00,2025-05-27 09:51:00
12067,446,earn,472,112.45,27,online,NP-SKU-00140,2025-05-27 10:54:00,2025-05-27 10:54:00
2525,277,redeem,279,,14,online,,2025-05-27 11:43:00,2025-05-27 11:43:00
9995,440,redeem,265,,,in_store,,2025-05-27 13:21:00,2025-05-27 13:21:00
6472,115,earn,452,115.29,8,click_collect,NP-SKU-00125,2025-05-27 14:02:00,2025-05-27 14:02:00
10868,238,earn,454,112.29,9,online,NP-SKU-00004,2025-05-27 14:41:00,2025-05-27 14:41:00
4290,384,earn,63,179.79,30,in_store,NP-SKU-00007,2025-05-27 15:13:00,2025-05-27 15:13:00
10919,32,earn,469,38.53,7,in_store,NP-SKU-00082,2025-05-27 15:57:00,2025-05-27 15:57:00
2182,152,redeem,269,,20,in_store,,2025-05-27 17:05:00,2025-05-27 17:05:00
1959,122,earn,252,79.48,21,click_collect,NP-SKU-00064,2025-05-27 17:22:00,2025-05-27 17:22:00
2230,15,earn,308,64.32,25,online,NP-SKU-00095,2025-05-27 17:29:00,2025-05-27 17:29:00
8200,31,earn,66,8.87,27,online,NP-SKU-00013,2025-05-27 17:34:00,2025-05-27 17:34:00
343,235,redeem,95,,,online,,2025-05-27 18:11:00,2025-05-27 18:11:00
7971,192,redeem,74,,12,online,,2025-05-27 18:33:00,2025-05-27 18:33:00
5679,317,redeem,271,,2,online,,2025-05-27 20:11:00,2025-05-27 20:11:00
6696,49,redeem,213,,,in_store,,2025-05-27 22:28:00,2025-05-27 22:28:00
8694,19,redeem,174,,30,online,,2025-05-27 22:34:00,2025-05-27 22:34:00
11606,363,earn,425,11.34,8,in_store,NP-SKU-00033,2025-05-28 08:34:00,2025-05-28 08:34:00
6531,187,earn,225,145.26,26,in_store,NP-SKU-00007,2025-05-28 08:36:00,2025-05-28 08:36:00
9076,257,earn,108,102.26,23,click_collect,NP-SKU-00056,2025-05-28 10:04:00,2025-05-28 10:04:00
12829,220,earn,443,133.46,,in_store,NP-SKU-00083,2025-05-28 10:45:00,2025-05-28 10:45:00
7615,446,earn,276,107.22,,online,NP-SKU-00001,2025-05-28 11:09:00,2025-05-28 11:09:00
213,440,earn,286,174.36,5,online,NP-SKU-00063,2025-05-28 12:13:00,2025-05-28 12:13:00
2245,98,earn,352,42.22,7,click_collect,NP-SKU-00104,2025-05-28 12:16:00,2025-05-28 12:16:00
8674,194,earn,110,28.73,4,in_store,NP-SKU-00047,2025-05-28 14:22:00,2025-05-28 14:22:00
3708,498,earn,420,58.55,1,click_collect,NP-SKU-00085,2025-05-28 15:39:00,2025-05-28 15:39:00
12576,202,redeem,203,,22,in_store,,2025-05-28 19:31:00,2025-05-28 19:31:00
2361,143,redeem,91,,10,online,,2025-05-28 20:25:00,2025-05-28 20:25:00
2430,413,earn,165,65.45,30,in_store,NP-SKU-00126,2025-05-28 21:23:00,2025-05-28 21:23:00
3260,335,earn,15,31.7,26,click_collect,NP-SKU-00003,2025-05-28 21:35:00,2025-05-28 21:35:00
517,19,redeem,195,,11,in_store,,2025-05-29 08:06:00,2025-05-29 08:06:00
6148,259,redeem,238,,28,click_collect,,2025-05-29 08:20:00,2025-05-29 08:20:00
2077,483,earn,371,151.78,27,in_store,NP-SKU-00100,2025-05-29 09:00:00,2025-05-29 09:00:00
5451,505,earn,487,144.96,17,online,NP-SKU-00144,2025-05-29 09:13:00,2025-05-29 09:13:00
2868,450,redeem,238,,13,online,,2025-05-29 09:30:00,2025-05-29 09:30:00
2477,451,earn,335,20.11,13,in_store,NP-SKU-00082,2025-05-29 09:37:00,2025-05-29 09:37:00
3383,201,earn,415,110.17,19,in_store,NP-SKU-00115,2025-05-29 09:43:00,2025-05-29 09:43:00
8807,209,earn,416,20.24,25,in_store,NP-SKU-00021,2025-05-29 09:44:00,2025-05-29 09:44:00
4744,93,redeem,220,,,click_collect,,2025-05-29 09:51:00,2025-05-29 09:51:00
1598,518,redeem,95,,11,click_collect,,2025-05-29 10:05:00,2025-05-29 10:05:00
11988,156,earn,271,100.34,2,in_store,NP-SKU-00031,2025-05-29 10:41:00,2025-05-29 10:41:00
10584,366,earn,266,180.0,,click_collect,NP-SKU-00130,2025-05-29 10:42:00,2025-05-29 10:42:00
2007,51,earn,277,86.48,24,click_collect,NP-SKU-00122,2025-05-29 10:47:00,2025-05-29 10:47:00
9766,439,redeem,208,,24,in_store,,2025-05-29 11:14:00,2025-05-29 11:14:00
771,348,earn,411,102.9,,online,NP-SKU-00051,2025-05-29 11:40:00,2025-05-29 11:40:00
12176,68,redeem,110,,,click_collect,,2025-05-29 11:45:00,2025-05-29 11:45:00
1921,224,redeem,96,,3,in_store,,2025-05-29 12:10:00,2025-05-29 12:10:00
10921,120,earn,20,49.86,,in_store,NP-SKU-00014,2025-05-29 12:16:00,2025-05-29 12:16:00
6684,241,earn,350,98.3,26,online,NP-SKU-00073,2025-05-29 12:50:00,2025-05-29 12:50:00
2221,439,earn,59,63.68,11,click_collect,NP-SKU-00013,2025-05-29 13:10:00,2025-05-29 13:10:00
2457,205,redeem,170,,3,click_collect,,2025-05-29 13:34:00,2025-05-29 13:34:00
3091,106,earn,107,174.7,14,click_collect,NP-SKU-00136,2025-05-29 13:39:00,2025-05-29 13:39:00
11540,496,redeem,92,,,in_store,,2025-05-29 13:40:00,2025-05-29 13:40:00
11732,59,earn,447,92.18,30,in_store,NP-SKU-00135,2025-05-29 13:45:00,2025-05-29 13:45:00
2528,440,redeem,109,,5,online,,2025-05-29 13:49:00,2025-05-29 13:49:00
5596,326,earn,247,11.97,23,in_store,NP-SKU-00115,2025-05-29 14:08:00,2025-05-29 14:08:00
3090,426,earn,336,99.39,20,click_collect,NP-SKU-00041,2025-05-29 14:18:00,2025-05-29 14:18:00
925,143,redeem,95,,11,online,,2025-05-29 14:30:00,2025-05-29 14:30:00
12933,277,redeem,97,,,click_collect,,2025-05-29 14:34:00,2025-05-29 14:34:00
5725,95,redeem,117,,17,click_collect,,2025-05-29 15:23:00,2025-05-29 15:23:00
1148,498,earn,396,14.42,,in_store,NP-SKU-00089,2025-05-29 15:25:00,2025-05-29 15:25:00
4969,298,earn,57,108.67,18,in_store,NP-SKU-00137,2025-05-29 15:56:00,2025-05-29 15:56:00
9293,346,earn,21,65.02,10,click_collect,NP-SKU-00052,2025-05-29 16:04:00,2025-05-29 16:04:00
5888,199,earn,247,30.7,,online,NP-SKU-00088,2025-05-29 16:14:00,2025-05-29 16:14:00
3605,182,redeem,101,,3,in_store,,2025-05-29 16:38:00,2025-05-29 16:38:00
11265,82,earn,128,80.27,27,online,NP-SKU-00076,2025-05-29 16:50:00,2025-05-29 16:50:00
13213,65,earn,384,90.69,27,click_collect,NP-SKU-00079,2025-05-29 17:09:00,2025-05-29 17:09:00
446,324,redeem,252,,21,click_collect,,2025-05-29 17:25:00,2025-05-29 17:25:00
5891,15,earn,357,68.61,30,online,NP-SKU-00061,2025-05-29 17:36:00,2025-05-29 17:36:00
12073,50,earn,96,176.93,,online,NP-SKU-00149,2025-05-29 17:48:00,2025-05-29 17:48:00
9787,207,earn,486,176.79,1,in_store,NP-SKU-00008,2025-05-29 17:59:00,2025-05-29 17:59:00
9026,321,earn,136,49.42,11,click_collect,NP-SKU-00003,2025-05-29 18:29:00,2025-05-29 18:29:00
11094,292,earn,100,59.53,26,click_collect,NP-SKU-00062,2025-05-29 19:08:00,2025-05-29 19:08:00
1188,390,earn,23,159.03,23,online,NP-SKU-00079,2025-05-29 19:10:00,2025-05-29 19:10:00
3364,255,earn,76,156.58,17,online,NP-SKU-00011,2025-05-29 19:12:00,2025-05-29 19:12:00
1441,126,redeem,276,,13,online,,2025-05-29 19:29:00,2025-05-29 19:29:00
8890,179,earn,300,20.03,,in_store,NP-SKU-00074,2025-05-29 19:59:00,2025-05-29 19:59:00
12508,230,earn,387,69.26,29,online,NP-SKU-00091,2025-05-29 20:07:00,2025-05-29 20:07:00
4110,3,earn,366,120.32,9,in_store,NP-SKU-00007,2025-05-29 20:19:00,2025-05-29 20:19:00
1863,64,earn,297,66.6,,online,NP-SKU-00125,2025-05-29 20:24:00,2025-05-29 20:24:00
12784,307,earn,365,140.34,5,online,NP-SKU-00044,2025-05-29 21:01:00,2025-05-29 21:01:00
859,460,redeem,99,,12,click_collect,,2025-05-29 21:36:00,2025-05-29 21:36:00
4360,356,earn,214,152.98,6,online,NP-SKU-00115,2025-05-29 21:58:00,2025-05-29 21:58:00
9723,7,redeem,286,,16,online,,2025-05-29 22:11:00,2025-05-29 22:11:00
4215,358,redeem,192,,16,click_collect,,2025-05-29 22:27:00,2025-05-29 22:27:00
8335,231,earn,40,119.76,10,online,NP-SKU-00051,2025-05-29 22:50:00,2025-05-29 22:50:00
8003,278,redeem,223,,30,online,,2025-05-30 08:11:00,2025-05-30 08:11:00
7832,490,earn,436,6.25,4,in_store,NP-SKU-00007,2025-05-30 09:14:00,2025-05-30 09:14:00
6128,379,earn,63,162.89,5,online,NP-SKU-00021,2025-05-30 09:15:00,2025-05-30 09:15:00
10409,118,redeem,106,,23,in_store,,2025-05-30 10:29:00,2025-05-30 10:29:00
12047,301,redeem,192,,25,online,,2025-05-30 11:18:00,2025-05-30 11:18:00
11600,434,earn,445,161.58,1,in_store,NP-SKU-00026,2025-05-30 12:19:00,2025-05-30 12:19:00
1727,379,earn,65,170.28,,click_collect,NP-SKU-00115,2025-05-30 12:49:00,2025-05-30 12:49:00
9006,24,redeem,191,,11,click_collect,,2025-05-30 13:36:00,2025-05-30 13:36:00
875,140,redeem,118,,,in_store,,2025-05-30 14:06:00,2025-05-30 14:06:00
3921,357,earn,481,22.38,8,online,NP-SKU-00012,2025-05-30 14:08:00,2025-05-30 14:08:00
3262,72,redeem,208,,5,online,,2025-05-30 14:35:00,2025-05-30 14:35:00
9240,142,redeem,202,,28,online,,2025-05-30 14:41:00,2025-05-30 14:41:00
11924,62,earn,404,15.96,26,click_collect,NP-SKU-00039,2025-05-30 16:21:00,2025-05-30 16:21:00
13217,102,earn,262,21.92,,online,NP-SKU-00133,2025-05-30 16:41:00,2025-05-30 16:41:00
7570,144,earn,184,77.37,17,click_collect,NP-SKU-00131,2025-05-30 17:00:00,2025-05-30 17:00:00
5387,156,earn,65,162.49,17,click_collect,NP-SKU-00087,2025-05-30 17:16:00,2025-05-30 17:16:00
4136,211,redeem,141,,2,in_store,,2025-05-30 19:04:00,2025-05-30 19:04:00
1353,288,earn,248,59.98,7,click_collect,NP-SKU-00049,2025-05-30 22:38:00,2025-05-30 22:38:00
4882,134,earn,230,14.2,16,in_store,NP-SKU-00102,2025-05-31 08:44:00,2025-05-31 08:44:00
3207,172,redeem,289,,27,in_store,,2025-05-31 08:56:00,2025-05-31 08:56:00
2098,133,earn,113,75.43,15,click_collect,NP-SKU-00053,2025-05-31 10:03:00,2025-05-31 10:03:00
2871,508,earn,337,129.78,22,in_store,NP-SKU-00088,2025-05-31 10:50:00,2025-05-31 10:50:00
10765,392,earn,246,122.57,,in_store,NP-SKU-00050,2025-05-31 11:45:00,2025-05-31 11:45:00
13181,68,earn,231,35.52,30,click_collect,NP-SKU-00031,2025-05-31 13:29:00,2025-05-31 13:29:00
11293,494,earn,184,148.65,12,online,NP-SKU-00083,2025-05-31 13:34:00,2025-05-31 13:34:00
9968,6,redeem,249,,10,in_store,,2025-05-31 13:37:00,2025-05-31 13:37:00
7953,361,redeem,182,,10,click_collect,,2025-05-31 13:51:00,2025-05-31 13:51:00
5316,252,redeem,211,,10,online,,2025-05-31 14:04:00,2025-05-31 14:04:00
5442,474,redeem,193,,,in_store,,2025-05-31 15:11:00,2025-05-31 15:11:00
11840,179,earn,113,37.62,16,click_collect,NP-SKU-00078,2025-05-31 16:24:00,2025-05-31 16:24:00
2099,90,earn,383,151.29,21,online,NP-SKU-00110,2025-05-31 17:07:00,2025-05-31 17:07:00
924,77,earn,229,144.45,27,in_store,NP-SKU-00029,2025-05-31 17:27:00,2025-05-31 17:27:00
11812,418,earn,298,149.89,8,in_store,NP-SKU-00114,2025-05-31 17:50:00,2025-05-31 17:50:00
11221,321,redeem,188,,13,in_store,,2025-05-31 19:53:00,2025-05-31 19:53:00
7239,193,earn,467,16.15,1,in_store,NP-SKU-00107,2025-05-31 20:26:00,2025-05-31 20:26:00
3151,503,earn,143,50.18,24,in_store,NP-SKU-00071,2025-05-31 22:44:00,2025-05-31 22:44:00
831,341,earn,473,30.79,19,click_collect,NP-SKU-00042,2025-06-01 08:07:00,2025-06-01 08:07:00
10558,422,earn,302,111.01,,in_store,NP-SKU-00147,2025-06-01 08:58:00,2025-06-01 08:58:00
9218,61,earn,284,96.85,5,online,NP-SKU-00056,2025-06-01 09:00:00,2025-06-01 09:00:00
7746,119,earn,241,46.69,,in_store,NP-SKU-00016,2025-06-01 09:28:00,2025-06-01 09:28:00
860,403,earn,343,34.44,,online,NP-SKU-00122,2025-06-01 10:03:00,2025-06-01 10:03:00
11558,407,redeem,96,,14,click_collect,,2025-06-01 10:20:00,2025-06-01 10:20:00
4965,365,earn,216,112.85,28,click_collect,NP-SKU-00054,2025-06-01 10:24:00,2025-06-01 10:24:00
9084,229,earn,137,149.18,20,click_collect,NP-SKU-00013,2025-06-01 11:23:00,2025-06-01 11:23:00
5686,431,earn,120,46.75,,in_store,NP-SKU-00056,2025-06-01 11:35:00,2025-06-01 11:35:00
1356,239,earn,282,108.92,4,online,NP-SKU-00117,2025-06-01 12:12:00,2025-06-01 12:12:00
7783,333,earn,458,81.17,28,in_store,NP-SKU-00074,2025-06-01 12:12:00,2025-06-01 12:12:00
7084,391,redeem,188,,6,in_store,,2025-06-01 13:13:00,2025-06-01 13:13:00
11832,298,redeem,139,,26,online,,2025-06-01 13:58:00,2025-06-01 13:58:00
6672,325,redeem,120,,3,online,,2025-06-01 15:07:00,2025-06-01 15:07:00
1351,385,earn,269,85.97,24,online,NP-SKU-00018,2025-06-01 15:24:00,2025-06-01 15:24:00
914,189,earn,253,85.39,6,in_store,NP-SKU-00146,2025-06-01 15:46:00,2025-06-01 15:46:00
958,479,earn,66,174.75,17,click_collect,NP-SKU-00001,2025-06-01 15:53:00,2025-06-01 15:53:00
10059,530,earn,407,160.5,,in_store,NP-SKU-00139,2025-06-01 16:26:00,2025-06-01 16:26:00
4088,32,earn,186,145.89,30,in_store,NP-SKU-00100,2025-06-01 17:17:00,2025-06-01 17:17:00
4711,85,earn,174,52.21,26,in_store,NP-SKU-00102,2025-06-01 18:15:00,2025-06-01 18:15:00
9304,411,earn,367,82.94,,online,NP-SKU-00139,2025-06-01 18:45:00,2025-06-01 18:45:00
