order_id,order_ref,customer_id,store_id,order_channel,order_status,order_date,completed_at,total_amount,discount_amount,vat_amount,payment_method,payment_reference,loyalty_points_earned,is_returned,created_at
303,NP-2025-0000303,280,24,click_collect,completed,2025-03-26 21:23:00,2025-03-26 21:39:00,57.19,4.03,3.81,contactless,TXN52073858,68,False,2025-03-26 21:23:00
304,NP-2025-0000304,445,29,click_collect,completed,2025-03-27 19:29:00,2025-03-27 19:59:00,61.43,1.13,4.1,contactless,TXN72226540,73,False,2025-03-27 19:29:00
305,NP-2025-0000305,77,13,in_store,completed,2025-03-27 19:01:00,2025-03-27 19:03:00,142.84,7.45,9.53,contactless,TXN94851513,171,False,2025-03-27 19:01:00
306,NP-2025-0000306,242,5,in_store,completed,2025-03-27 10:37:00,2025-03-27 11:00:00,42.58,1.01,2.84,card,TXN62518275,51,False,2025-03-27 10:37:00
307,NP-2025-0000307,371,16,in_store,completed,2025-03-28 15:53:00,2025-03-28 16:22:00,44.47,5.06,2.97,contactless,TXN91446672,53,False,2025-03-28 15:53:00
308,NP-2025-0000308,312,10,in_store,completed,2025-03-28 17:06:00,2025-03-28 17:23:00,171.74,10.69,11.46,online,TXN73981624,206,False,2025-03-28 17:06:00
309,NP-2025-0000309,174,21,in_store,completed,2025-03-28 19:31:00,2025-03-28 20:16:00,172.43,12.8,11.5,online,TXN31287253,206,False,2025-03-28 19:31:00
310,NP-2025-0000310,190,19,in_store,completed,2025-03-29 22:18:00,2025-03-29 22:24:00,131.69,0.28,8.78,online,TXN27197789,158,False,2025-03-29 22:18:00
311,NP-2025-0000311,469,29,in_store,completed,2025-03-29 12:20:00,2025-03-29 12:39:00,164.23,10.94,10.95,card,TXN95076782,197,False,2025-03-29 12:20:00
312,NP-2025-0000312,498,30,in_store,completed,2025-03-29 12:57:00,2025-03-29 13:36:00,173.94,12.72,11.6,online,TXN86809444,208,False,2025-03-29 12:57:00
313,NP-2025-0000313,451,4,click_collect,completed,2025-03-29 21:36:00,2025-03-29 21:47:00,160.79,12.03,10.72,card,TXN78579952,192,False,2025-03-29 21:36:00
314,NP-2025-0000314,406,25,in_store,completed,2025-03-29 20:38:00,2025-03-29 20:49:00,16.25,0.71,1.08,contactless,TXN35928411,19,False,2025-03-29 20:38:00
315,NP-2025-0000315,288,5,in_store,completed,2025-03-30 13:14:00,2025-03-30 13:36:00,61.93,3.6,4.13,cash,TXN74767183,74,False,2025-03-30 13:14:00
316,NP-2025-0000316,269,26,in_store,returned,2025-03-30 12:59:00,2025-03-30 13:19:00,56.38,1.68,3.76,card,TXN36164817,67,False,2025-03-30 12:59:00
317,NP-2025-0000317,334,21,in_store,completed,2025-03-30 15:16:00,2025-03-30 15:23:00,29.78,1.32,1.99,card,TXN13868320,35,False,2025-03-30 15:16:00
318,NP-2025-0000318,389,11,click_collect,completed,2025-03-30 20:40:00,2025-03-30 20:59:00,101.95,5.58,6.8,cash,TXN69611364,122,False,2025-03-30 20:40:00
319,NP-2025-0000319,27,28,in_store,completed,2025-03-30 15:10:00,2025-03-30 15:47:00,61.15,3.5,4.08,card,TXN26631582,73,False,2025-03-30 15:10:00
320,NP-2025-0000320,168,20,click_collect,completed,2025-03-31 06:40:00,2025-03-31 07:23:00,117.93,4.0,7.87,contactless,TXN33890545,141,False,2025-03-31 06:40:00
321,NP-2025-0000321,78,4,in_store,returned,2025-03-31 22:03:00,2025-03-31 22:15:00,91.67,10.34,6.11,card,TXN28778595,110,False,2025-03-31 22:03:00
322,NP-2025-0000322,206,18,in_store,completed,2025-03-31 17:21:00,2025-03-31 17:56:00,76.92,3.84,5.13,card,TXN76096285,92,False,2025-03-31 17:21:00
323,NP-2025-0000323,117,8,in_store,completed,2025-04-01 08:52:00,2025-04-01 09:35:00,83.21,6.83,5.55,card,TXN44997902,99,True,2025-04-01 08:52:00
324,NP-2025-0000324,489,28,in_store,completed,2025-04-01 21:02:00,2025-04-01 21:36:00,42.93,1.65,2.86,card,TXN30485751,51,False,2025-04-01 21:02:00
325,NP-2025-0000325,282,3,in_store,completed,2025-04-01 06:32:00,2025-04-01 06:46:00,90.89,6.43,6.06,online,TXN65692131,109,False,2025-04-01 06:32:00
326,NP-2025-0000326,461,27,in_store,completed,2025-04-02 06:22:00,2025-04-02 06:49:00,106.57,2.72,7.11,card,TXN78336772,127,False,2025-04-02 06:22:00
327,NP-2025-0000327,387,20,in_store,completed,2025-04-02 14:35:00,2025-04-02 14:58:00,94.16,2.21,6.28,card,TXN37056403,112,False,2025-04-02 14:35:00
328,NP-2025-0000328,496,21,in_store,cancelled,2025-04-02 09:41:00,2025-04-02 10:15:00,83.76,7.74,5.59,contactless,TXN90982662,100,False,2025-04-02 09:41:00
329,NP-2025-0000329,389,19,in_store,cancelled,2025-04-03 07:24:00,2025-04-03 07:45:00,134.86,13.48,9.0,card,TXN36862689,161,False,2025-04-03 07:24:00
330,NP-2025-0000330,456,29,in_store,completed,2025-04-03 17:29:00,2025-04-03 17:44:00,118.19,7.25,7.88,card,TXN86080861,141,False,2025-04-03 17:29:00
331,NP-2025-0000331,369,11,in_store,completed,2025-04-03 11:55:00,2025-04-03 12:22:00,40.71,2.94,2.72,online,TXN62153213,48,False,2025-04-03 11:55:00
332,NP-2025-0000332,40,20,in_store,completed,2025-04-04 21:35:00,2025-04-04 21:37:00,144.02,14.74,9.61,online,TXN43355581,172,False,2025-04-04 21:35:00
333,NP-2025-0000333,493,6,in_store,completed,2025-04-04 14:59:00,2025-04-04 15:04:00,57.75,2.55,3.85,contactless,TXN86250555,69,False,2025-04-04 14:59:00
334,NP-2025-0000334,395,2,in_store,completed,2025-04-04 17:04:00,2025-04-04 17:25:00,77.77,1.32,5.19,card,TXN49925737,93,False,2025-04-04 17:04:00
335,NP-2025-0000335,8,4,in_store,completed,2025-04-05 09:58:00,2025-04-05 10:15:00,158.99,8.69,10.6,contactless,TXN33431904,190,False,2025-04-05 09:58:00
336,NP-2025-0000336,111,3,click_collect,completed,2025-04-05 14:01:00,2025-04-05 14:46:00,15.61,0.71,1.04,online,TXN30574887,18,False,2025-04-05 14:01:00
337,NP-2025-0000337,337,3,in_store,completed,2025-04-05 20:26:00,2025-04-05 20:46:00,175.25,15.12,11.69,cash,TXN15910104,210,False,2025-04-05 20:26:00
338,NP-2025-0000338,354,15,in_store,completed,2025-04-05 06:42:00,2025-04-05 07:25:00,173.54,0.92,11.58,card,TXN41516805,208,False,2025-04-05 06:42:00
339,NP-2025-0000339,147,12,in_store,completed,2025-04-05 21:50:00,2025-04-05 22:30:00,130.08,5.73,8.68,online,TXN16347764,156,False,2025-04-05 21:50:00
340,NP-2025-0000340,165,24,in_store,cancelled,2025-04-06 17:42:00,2025-04-06 18:06:00,131.95,6.44,8.8,cash,TXN29554945,158,False,2025-04-06 17:42:00
341,NP-2025-0000341,346,18,in_store,completed,2025-04-06 20:22:00,2025-04-06 20:47:00,30.41,3.51,2.03,online,TXN76372099,36,False,2025-04-06 20:22:00
342,NP-2025-0000342,442,22,in_store,completed,2025-04-06 10:21:00,2025-04-06 10:25:00,117.78,4.85,7.86,contactless,TXN82371781,141,False,2025-04-06 10:21:00
343,NP-2025-0000343,418,26,in_store,completed,2025-04-06 16:34:00,2025-04-06 17:01:00,153.87,1.51,10.26,cash,TXN28726231,184,False,2025-04-06 16:34:00
344,NP-2025-0000344,131,30,in_store,returned,2025-04-06 22:34:00,2025-04-06 23:18:00,95.68,10.82,6.38,cash,TXN10542306,114,False,2025-04-06 22:34:00
345,NP-2025-0000345,480,13,in_store,returned,2025-04-07 21:07:00,2025-04-07 21:51:00,132.94,13.07,8.87,card,TXN83611807,159,False,2025-04-07 21:07:00
346,NP-2025-0000346,80,27,in_store,cancelled,2025-04-07 19:44:00,2025-04-07 19:58:00,44.13,3.79,2.94,online,TXN70888421,52,False,2025-04-07 19:44:00
347,NP-2025-0000347,387,13,in_store,completed,2025-04-07 21:09:00,2025-04-07 21:24:00,126.46,8.22,8.43,card,TXN42458322,151,False,2025-04-07 21:09:00
348,NP-2025-0000348,424,25,in_store,cancelled,2025-04-08 06:01:00,2025-04-08 06:07:00,56.41,0.45,3.76,card,TXN34926126,67,False,2025-04-08 06:01:00
349,NP-2025-0000349,176,13,click_collect,completed,2025-04-08 19:22:00,2025-04-08 19:37:00,6.35,0.23,0.42,cash,TXN50294239,7,False,2025-04-08 19:22:00
350,NP-2025-0000350,180,1,click_collect,completed,2025-04-08 07:43:00,2025-04-08 08:15:00,175.97,18.18,11.74,contactless,TXN52900260,211,False,2025-04-08 07:43:00
351,NP-2025-0000351,14,13,in_store,completed,2025-04-09 19:44:00,2025-04-09 20:17:00,171.07,15.58,11.41,online,TXN75808087,205,False,2025-04-09 19:44:00
352,NP-2025-0000352,473,4,in_store,completed,2025-04-09 08:05:00,2025-04-09 08:31:00,131.61,11.83,8.78,online,TXN94731492,157,False,2025-04-09 08:05:00
353,NP-2025-0000353,111,20,in_store,completed,2025-04-09 07:20:00,2025-04-09 07:28:00,101.49,0.13,6.77,online,TXN70558903,121,False,2025-04-09 07:20:00
354,NP-2025-0000354,357,19,in_store,completed,2025-04-10 22:28:00,2025-04-10 23:04:00,92.61,7.26,6.18,contactless,TXN46875132,111,False,2025-04-10 22:28:00
355,NP-2025-0000355,21,10,in_store,returned,2025-04-10 22:31:00,2025-04-10 22:54:00,162.85,8.34,10.86,card,TXN31843423,195,False,2025-04-10 22:31:00
356,NP-2025-0000356,464,6,click_collect,completed,2025-04-10 12:30:00,2025-04-10 12:34:00,48.21,1.75,3.22,contactless,TXN97761151,57,False,2025-04-10 12:30:00
357,NP-2025-0000357,85,5,click_collect,completed,2025-04-11 13:45:00,2025-04-11 14:25:00,146.38,9.89,9.76,card,TXN23628162,175,False,2025-04-11 13:45:00
358,NP-2025-0000358,243,2,in_store,completed,2025-04-11 19:01:00,2025-04-11 19:30:00,115.91,7.75,7.73,card,TXN66186841,139,False,2025-04-11 19:01:00
359,NP-2025-0000359,465,30,in_store,completed,2025-04-11 08:16:00,2025-04-11 08:25:00,87.8,0.25,5.86,cash,TXN42646040,105,False,2025-04-11 08:16:00
360,NP-2025-0000360,498,26,in_store,cancelled,2025-04-12 12:28:00,2025-04-12 12:41:00,102.32,7.15,6.82,contactless,TXN18968278,122,False,2025-04-12 12:28:00
361,NP-2025-0000361,6,12,in_store,completed,2025-04-12 13:12:00,2025-04-12 13:46:00,57.21,5.41,3.82,online,TXN62440176,68,False,2025-04-12 13:12:00
362,NP-2025-0000362,472,8,in_store,completed,2025-04-12 22:00:00,2025-04-12 22:15:00,159.01,3.6,10.61,card,TXN52886482,190,False,2025-04-12 22:00:00
363,NP-2025-0000363,278,28,in_store,completed,2025-04-12 12:06:00,2025-04-12 12:17:00,72.57,5.81,4.84,online,TXN94158514,87,False,2025-04-12 12:06:00
364,NP-2025-0000364,386,14,in_store,cancelled,2025-04-12 08:30:00,2025-04-12 08:55:00,103.86,11.69,6.93,card,TXN94146588,124,False,2025-04-12 08:30:00
365,NP-2025-0000365,15,7,click_collect,cancelled,2025-04-13 07:48:00,2025-04-13 08:13:00,12.03,0.56,0.8,card,TXN62966186,14,False,2025-04-13 07:48:00
366,NP-2025-0000366,124,20,click_collect,returned,2025-04-13 10:30:00,2025-04-13 10:50:00,117.88,7.03,7.86,online,TXN31110452,141,False,2025-04-13 10:30:00
367,NP-2025-0000367,21,12,in_store,completed,2025-04-13 19:04:00,2025-04-13 19:31:00,128.14,4.32,8.55,card,TXN96087267,153,False,2025-04-13 19:04:00
368,NP-2025-0000368,250,13,in_store,cancelled,2025-04-13 15:53:00,2025-04-13 16:32:00,165.84,13.84,11.06,contactless,TXN78644309,199,False,2025-04-13 15:53:00
369,NP-2025-0000369,265,20,in_store,cancelled,2025-04-13 21:21:00,2025-04-13 21:27:00,125.84,3.8,8.39,card,TXN81503033,151,False,2025-04-13 21:21:00
370,NP-2025-0000370,290,7,in_store,completed,2025-04-14 15:38:00,2025-04-14 15:59:00,59.44,1.37,3.96,card,TXN42133709,71,False,2025-04-14 15:38:00
371,NP-2025-0000371,456,26,click_collect,completed,2025-04-14 14:16:00,2025-04-14 14:36:00,122.03,2.78,8.14,card,TXN92282678,146,False,2025-04-14 14:16:00
372,NP-2025-0000372,371,24,click_collect,completed,2025-04-14 12:51:00,2025-04-14 13:33:00,106.6,3.16,7.11,card,TXN25731762,127,False,2025-04-14 12:51:00
373,NP-2025-0000373,368,9,click_collect,returned,2025-04-15 11:56:00,2025-04-15 12:27:00,70.31,4.53,4.69,contactless,TXN75007459,84,False,2025-04-15 11:56:00
374,NP-2025-0000374,35,7,click_collect,completed,2025-04-15 14:07:00,2025-04-15 14:40:00,147.2,8.03,9.82,contactless,TXN10438499,176,False,2025-04-15 14:07:00
375,NP-2025-0000375,322,16,click_collect,returned,2025-04-15 22:36:00,2025-04-15 22:44:00,39.46,2.26,2.63,card,TXN67405901,47,False,2025-04-15 22:36:00
376,NP-2025-0000376,434,3,in_store,completed,2025-04-16 10:11:00,2025-04-16 10:19:00,67.91,4.47,4.53,card,TXN15507572,81,False,2025-04-16 10:11:00
377,NP-2025-0000377,6,4,in_store,completed,2025-04-16 19:13:00,2025-04-16 19:54:00,160.93,13.9,10.73,cash,TXN18036942,193,False,2025-04-16 19:13:00
378,NP-2025-0000378,78,1,in_store,returned,2025-04-16 13:14:00,2025-04-16 13:53:00,167.34,6.36,11.16,card,TXN41724015,200,False,2025-04-16 13:14:00
379,NP-2025-0000379,380,20,in_store,completed,2025-04-17 12:34:00,2025-04-17 13:07:00,172.01,2.57,11.47,card,TXN86670571,206,False,2025-04-17 12:34:00
380,NP-2025-0000380,144,4,click_collect,completed,2025-04-17 13:15:00,2025-04-17 13:32:00,111.49,8.98,7.44,card,TXN39573751,133,False,2025-04-17 13:15:00
381,NP-2025-0000381,365,15,in_store,completed,2025-04-17 20:13:00,2025-04-17 20:24:00,22.11,1.96,1.47,card,TXN64832587,26,False,2025-04-17 20:13:00
382,NP-2025-0000382,224,26,in_store,returned,2025-04-18 06:34:00,2025-04-18 06:57:00,40.5,1.57,2.7,online,TXN75970674,48,False,2025-04-18 06:34:00
383,NP-2025-0000383,308,27,in_store,cancelled,2025-04-18 20:38:00,2025-04-18 21:23:00,69.95,3.17,4.67,online,TXN20382674,83,False,2025-04-18 20:38:00
384,NP-2025-0000384,461,8,in_store,completed,2025-04-18 12:20:00,2025-04-18 13:00:00,75.6,7.96,5.04,card,TXN49014249,90,False,2025-04-18 12:20:00
385,NP-2025-0000385,196,1,in_store,completed,2025-04-19 08:28:00,2025-04-19 08:57:00,72.75,6.32,4.85,card,TXN58254034,87,False,2025-04-19 08:28:00
386,NP-2025-0000386,246,6,in_store,completed,2025-04-19 19:16:00,2025-04-19 19:32:00,44.61,4.57,2.98,card,TXN44877696,53,False,2025-04-19 19:16:00
387,NP-2025-0000387,363,30,in_store,completed,2025-04-19 07:24:00,2025-04-19 07:31:00,12.92,0.95,0.86,card,TXN22075904,15,False,2025-04-19 07:24:00
388,NP-2025-0000388,440,14,in_store,completed,2025-04-19 08:33:00,2025-04-19 08:46:00,84.02,2.31,5.6,card,TXN29009798,100,False,2025-04-19 08:33:00
389,NP-2025-0000389,401,26,in_store,cancelled,2025-04-19 13:55:00,2025-04-19 14:08:00,113.48,3.93,7.57,cash,TXN97861865,136,False,2025-04-19 13:55:00
390,NP-2025-0000390,365,3,in_store,completed,2025-04-20 11:15:00,2025-04-20 11:23:00,146.26,4.72,9.76,card,TXN90884211,175,False,2025-04-20 11:15:00
391,NP-2025-0000391,478,6,in_store,completed,2025-04-20 20:35:00,2025-04-20 20:37:00,131.42,5.13,8.77,card,TXN81626275,157,False,2025-04-20 20:35:00
392,NP-2025-0000392,70,6,in_store,completed,2025-04-20 22:52:00,2025-04-20 23:24:00,92.41,1.73,6.16,card,TXN62855703,110,False,2025-04-20 22:52:00
393,NP-2025-0000393,366,8,in_store,completed,2025-04-20 14:29:00,2025-04-20 15:11:00,84.34,6.13,5.63,online,TXN24747331,101,False,2025-04-20 14:29:00
394,NP-2025-0000394,282,18,in_store,cancelled,2025-04-20 10:00:00,2025-04-20 10:27:00,85.37,9.11,5.69,contactless,TXN63018273,102,False,2025-04-20 10:00:00
395,NP-2025-0000395,258,28,in_store,completed,2025-04-21 18:48:00,2025-04-21 18:58:00,96.37,9.31,6.43,contactless,TXN32400338,115,False,2025-04-21 18:48:00
396,NP-2025-0000396,13,11,click_collect,completed,2025-04-21 15:07:00,2025-04-21 15:21:00,71.64,6.45,4.78,card,TXN60146886,85,False,2025-04-21 15:07:00
397,NP-2025-0000397,126,5,in_store,completed,2025-04-21 20:55:00,2025-04-21 21:11:00,118.41,12.84,7.9,card,TXN63198642,142,False,2025-04-21 20:55:00
398,NP-2025-0000398,67,14,click_collect,completed,2025-04-22 20:45:00,2025-04-22 21:02:00,69.71,7.93,4.65,card,TXN72182980,83,False,2025-04-22 20:45:00
399,NP-2025-0000399,447,14,in_store,completed,2025-04-22 15:23:00,2025-04-22 16:03:00,66.02,2.33,4.4,contactless,TXN97702160,79,False,2025-04-22 15:23:00
400,NP-2025-0000400,159,30,click_collect,returned,2025-04-22 07:59:00,2025-04-22 08:11:00,16.39,0.02,1.09,card,TXN35968352,19,False,2025-04-22 07:59:00
401,NP-2025-0000401,230,13,in_store,completed,2025-04-23 07:01:00,2025-04-23 07:42:00,115.18,6.36,7.68,card,TXN13239995,138,False,2025-04-23 07:01:00
402,NP-2025-0000402,391,17,in_store,completed,2025-04-23 17:03:00,2025-04-23 17:47:00,159.56,14.92,10.64,contactless,TXN68171060,191,False,2025-04-23 17:03:00
403,NP-2025-0000403,375,24,click_collect,cancelled,2025-04-23 10:59:00,2025-04-23 11:18:00,62.44,1.08,4.16,online,TXN69037205,74,False,2025-04-23 10:59:00
404,NP-2025-0000404,23,10,click_collect,completed,2025-04-24 08:39:00,2025-04-24 08:49:00,52.9,1.23,3.53,card,TXN15622602,63,False,2025-04-24 08:39:00
405,NP-2025-0000405,34,6,in_store,completed,2025-04-24 10:27:00,2025-04-24 10:45:00,178.32,15.56,11.89,card,TXN10076098,213,False,2025-04-24 10:27:00
406,NP-2025-0000406,41,22,in_store,completed,2025-04-24 20:58:00,2025-04-24 21:21:00,166.81,12.35,11.13,contactless,TXN25332633,200,False,2025-04-24 20:58:00
407,NP-2025-0000407,80,22,in_store,cancelled,2025-04-25 14:36:00,2025-04-25 15:15:00,115.33,7.2,7.69,card,TXN80693706,138,False,2025-04-25 14:36:00
408,NP-2025-0000408,482,17,in_store,completed,2025-04-25 13:52:00,2025-04-25 14:25:00,80.64,9.41,5.38,card,TXN54044033,96,False,2025-04-25 13:52:00
409,NP-2025-0000409,115,28,in_store,completed,2025-04-25 15:51:00,2025-04-25 16:08:00,23.19,1.29,1.55,card,TXN84492729,27,False,2025-04-25 15:51:00
410,NP-2025-0000410,170,10,click_collect,completed,2025-04-26 22:23:00,2025-04-26 22:40:00,134.81,2.63,8.99,contactless,TXN86044123,161,False,2025-04-26 22:23:00
411,NP-2025-0000411,213,16,in_store,completed,2025-04-26 16:59:00,2025-04-26 17:22:00,80.95,9.11,5.4,contactless,TXN30675696,97,False,2025-04-26 16:59:00
412,NP-2025-0000412,110,13,click_collect,completed,2025-04-26 21:56:00,2025-04-26 22:13:00,167.34,5.75,11.16,contactless,TXN88976828,200,False,2025-04-26 21:56:00
413,NP-2025-0000413,43,3,in_store,cancelled,2025-04-26 16:10:00,2025-04-26 16:12:00,108.65,1.96,7.25,card,TXN23510334,130,False,2025-04-26 16:10:00
414,NP-2025-0000414,150,27,in_store,completed,2025-04-26 10:03:00,2025-04-26 10:48:00,87.2,7.17,5.82,card,TXN27915825,104,False,2025-04-26 10:03:00
415,NP-2025-0000415,20,19,in_store,completed,2025-04-27 08:02:00,2025-04-27 08:06:00,161.2,11.88,10.75,card,TXN23417922,193,False,2025-04-27 08:02:00
416,NP-2025-0000416,137,19,click_collect,completed,2025-04-27 11:57:00,2025-04-27 12:38:00,149.15,14.98,9.95,contactless,TXN24433569,178,False,2025-04-27 11:57:00
417,NP-2025-0000417,330,25,click_collect,cancelled,2025-04-27 10:04:00,2025-04-27 10:38:00,110.88,1.28,7.4,card,TXN31125070,133,False,2025-04-27 10:04:00
418,NP-2025-0000418,415,15,in_store,completed,2025-04-27 07:25:00,2025-04-27 07:59:00,121.21,4.46,8.08,online,TXN73439392,145,False,2025-04-27 07:25:00
419,NP-2025-0000419,168,7,in_store,completed,2025-04-27 19:51:00,2025-04-27 20:22:00,143.89,2.57,9.6,card,TXN99423281,172,False,2025-04-27 19:51:00
420,NP-2025-0000420,77,24,in_store,completed,2025-04-28 07:37:00,2025-04-28 07:57:00,30.42,2.81,2.03,contactless,TXN26926163,36,False,2025-04-28 07:37:00
421,NP-2025-0000421,483,22,click_collect,returned,2025-04-28 21:27:00,2025-04-28 22:06:00,26.02,0.94,1.74,online,TXN99693592,31,False,2025-04-28 21:27:00
422,NP-2025-0000422,26,2,in_store,completed,2025-04-28 07:23:00,2025-04-28 07:49:00,73.08,1.64,4.87,card,TXN18865799,87,False,2025-04-28 07:23:00
423,NP-2025-0000423,338,11,in_store,returned,2025-04-29 16:28:00,2025-04-29 16:41:00,147.67,0.13,9.85,online,TXN66686642,177,False,2025-04-29 16:28:00
424,NP-2025-0000424,22,29,click_collect,completed,2025-04-29 19:05:00,2025-04-29 19:22:00,158.15,9.73,10.55,card,TXN29886742,189,False,2025-04-29 19:05:00
425,NP-2025-0000425,185,23,in_store,completed,2025-04-29 12:46:00,2025-04-29 13:27:00,77.84,3.48,5.19,card,TXN94763590,93,True,2025-04-29 12:46:00
426,NP-2025-0000426,440,24,in_store,cancelled,2025-04-30 22:12:00,2025-04-30 22:46:00,30.44,1.0,2.03,online,TXN98404605,36,False,2025-04-30 22:12:00
427,NP-2025-0000427,281,10,in_store,returned,2025-04-30 19:49:00,2025-04-30 20:20:00,84.34,0.45,5.63,online,TXN89319341,101,False,2025-04-30 19:49:00
428,NP-2025-0000428,119,30,click_collect,completed,2025-04-30 08:30:00,2025-04-30 09:09:00,167.55,4.48,11.18,cash,TXN86758803,201,False,2025-04-30 08:30:00
429,NP-2025-0000429,118,2,in_store,completed,2025-05-01 13:42:00,2025-05-01 14:12:00,73.79,2.12,4.92,card,TXN81235095,88,True,2025-05-01 13:42:00
430,NP-2025-0000430,9,17,in_store,cancelled,2025-05-01 08:51:00,2025-05-01 09:33:00,98.44,9.31,6.57,cash,TXN65935917,118,False,2025-05-01 08:51:00
431,NP-2025-0000431,400,4,in_store,completed,2025-05-01 21:37:00,2025-05-01 22:03:00,98.23,6.61,6.55,cash,TXN48595265,117,False,2025-05-01 21:37:00
432,NP-2025-0000432,485,16,click_collect,completed,2025-05-02 06:43:00,2025-05-02 06:51:00,18.48,0.29,1.23,online,TXN42963378,22,False,2025-05-02 06:43:00
433,NP-2025-0000433,464,14,in_store,completed,2025-05-02 11:42:00,2025-05-02 11:54:00,122.4,5.31,8.16,contactless,TXN31724678,146,False,2025-05-02 11:42:00
434,NP-2025-0000434,437,30,in_store,completed,2025-05-02 15:34:00,2025-05-02 15:51:00,17.88,0.14,1.19,card,TXN26299519,21,False,2025-05-02 15:34:00
435,NP-2025-0000435,239,17,click_collect,completed,2025-05-03 11:07:00,2025-05-03 11:39:00,63.74,5.11,4.25,cash,TXN81751708,76,False,2025-05-03 11:07:00
436,NP-2025-0000436,280,9,in_store,cancelled,2025-05-03 17:50:00,2025-05-03 17:53:00,66.49,7.27,4.43,contactless,TXN35407437,79,False,2025-05-03 17:50:00
437,NP-2025-0000437,100,16,in_store,cancelled,2025-05-03 08:10:00,2025-05-03 08:34:00,64.54,0.23,4.3,cash,TXN81780879,77,False,2025-05-03 08:10:00
438,NP-2025-0000438,327,16,click_collect,returned,2025-05-03 09:51:00,2025-05-03 09:57:00,41.77,4.89,2.79,card,TXN93359286,50,False,2025-05-03 09:51:00
439,NP-2025-0000439,19,15,in_store,completed,2025-05-03 20:24:00,2025-05-03 20:26:00,117.26,8.03,7.82,card,TXN15632397,140,True,2025-05-03 20:24:00
440,NP-2025-0000440,69,27,in_store,completed,2025-05-04 16:26:00,2025-05-04 17:06:00,174.66,10.91,11.65,contactless,TXN21438741,209,False,2025-05-04 16:26:00
441,NP-2025-0000441,163,8,in_store,completed,2025-05-04 21:31:00,2025-05-04 22:07:00,25.52,2.52,1.7,card,TXN95641687,30,False,2025-05-04 21:31:00
442,NP-2025-0000442,144,11,in_store,completed,2025-05-04 07:19:00,2025-05-04 07:25:00,126.63,14.82,8.45,contactless,TXN30540246,151,False,2025-05-04 07:19:00
443,NP-2025-0000443,168,6,in_store,cancelled,2025-05-04 15:47:00,2025-05-04 15:54:00,75.91,7.92,5.06,card,TXN48272885,91,False,2025-05-04 15:47:00
444,NP-2025-0000444,455,4,in_store,completed,2025-05-04 17:07:00,2025-05-04 17:45:00,175.55,4.47,11.71,card,TXN52723076,210,False,2025-05-04 17:07:00
445,NP-2025-0000445,468,28,in_store,completed,2025-05-05 07:17:00,2025-05-05 07:54:00,152.18,17.08,10.15,cash,TXN82652905,182,False,2025-05-05 07:17:00
446,NP-2025-0000446,471,29,click_collect,completed,2025-05-05 15:06:00,2025-05-05 15:13:00,136.53,10.78,9.11,card,TXN51861461,163,False,2025-05-05 15:06:00
447,NP-2025-0000447,55,29,in_store,completed,2025-05-05 10:04:00,2025-05-05 10:08:00,171.05,9.63,11.41,cash,TXN10538139,205,False,2025-05-05 10:04:00
448,NP-2025-0000448,333,30,in_store,returned,2025-05-06 14:10:00,2025-05-06 14:18:00,18.89,1.43,1.26,card,TXN34847621,22,True,2025-05-06 14:10:00
449,NP-2025-0000449,449,9,in_store,returned,2025-05-06 10:10:00,2025-05-06 10:24:00,178.18,10.53,11.88,card,TXN80192532,213,False,2025-05-06 10:10:00
450,NP-2025-0000450,177,5,click_collect,completed,2025-05-06 12:39:00,2025-05-06 13:18:00,38.28,1.89,2.55,cash,TXN49286375,45,False,2025-05-06 12:39:00
451,NP-2025-0000451,310,16,in_store,completed,2025-05-07 13:39:00,2025-05-07 13:48:00,128.56,6.26,8.57,card,TXN97018401,154,False,2025-05-07 13:39:00
452,NP-2025-0000452,496,22,in_store,completed,2025-05-07 10:36:00,2025-05-07 10:46:00,147.44,12.58,9.83,cash,TXN26103071,176,False,2025-05-07 10:36:00
453,NP-2025-0000453,142,4,in_store,returned,2025-05-07 07:46:00,2025-05-07 07:48:00,124.55,9.74,8.31,card,TXN39277674,149,False,2025-05-07 07:46:00
454,NP-2025-0000454,371,21,in_store,completed,2025-05-08 19:06:00,2025-05-08 19:31:00,40.71,1.59,2.72,card,TXN29728335,48,False,2025-05-08 19:06:00
455,NP-2025-0000455,200,12,in_store,completed,2025-05-08 20:42:00,2025-05-08 21:26:00,155.04,15.97,10.34,card,TXN37753738,186,False,2025-05-08 20:42:00
456,NP-2025-0000456,238,6,click_collect,completed,2025-05-08 21:17:00,2025-05-08 21:22:00,13.09,1.18,0.87,card,TXN68155654,15,False,2025-05-08 21:17:00
457,NP-2025-0000457,219,25,in_store,completed,2025-05-09 19:07:00,2025-05-09 19:39:00,29.19,2.75,1.95,card,TXN33764601,35,False,2025-05-09 19:07:00
458,NP-2025-0000458,430,16,in_store,completed,2025-05-09 17:19:00,2025-05-09 17:38:00,83.36,1.61,5.56,online,TXN46992495,100,False,2025-05-09 17:19:00
459,NP-2025-0000459,486,18,in_store,returned,2025-05-09 06:49:00,2025-05-09 07:32:00,117.74,13.2,7.85,contactless,TXN39376621,141,False,2025-05-09 06:49:00
460,NP-2025-0000460,410,10,in_store,cancelled,2025-05-10 22:16:00,2025-05-10 22:43:00,52.2,0.13,3.48,online,TXN79320842,62,False,2025-05-10 22:16:00
